premise_code,premise,address,premise_type,state,district
16433.0,FOOD COURT ( PASAR BESAR TAMAN TUN DR ISMAIL ),"PASAR BESAR TAMAN TUN DR ISMAIL, SEGAMBUT,",Foodcourt,W.P. Kuala Lumpur,Segambut
16434.0,MEDAN SELERA STESEN BAS JALAN DUTA,"GERAI AHMADIAH BIN MAD YOSOF,MEDAN SELERA STESEN BAS JLN DUTA,KUALA LUMPUR,",Medan Selera,W.P. Kuala Lumpur,Segambut
16435.0,RESTORAN OK,"175, JALAN AMINUDIN BAKITAMAN TUN DR ISMAIL60000 KUALA LUMPUR,",Restoran Cina,W.P. Kuala Lumpur,Segambut
16437.0,RESTORAN FIRDOUSE,"NO.76, JALAN 2/42, TAMAN CITY,OFF JALAN KUCHING,",Restoran India Muslim,W.P. Kuala Lumpur,Segambut
16439.0,MEDAN SELERA JALAN RAJA MUDA ABDUL AZIZ,"JALAN RAJA MUDA ABDUL AZIZ,-,",Medan Selera,W.P. Kuala Lumpur,Titiwangsa
16440.0,RESTORAN 833,"NO 55, JALAN 3/76D,DESA PANDAN,",Restoran Cina,W.P. Kuala Lumpur,Titiwangsa
16441.0,RESTORAN HAMEEDIA,"NO.11 & NO.15, JALAN 3/76D,TAMAN DESA PANDAN,",Restoran India Muslim,W.P. Kuala Lumpur,Titiwangsa
16450.0,RESTORAN HAJRIS BISTRO,"NO 53, JALAN PERMAISURI 8BANDAR SRI PERMAISURI56000 CHERAS KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Bandar Tun Razak
16452.0,FOOD COURT PUSAT PENJAJA BANDAR SRI PERMAISURI,"C-4,C-6, FOOD COURT PUSAT PENJAJABANDAR SRI PERMAISURITINGKAT 1, LOT PT 6/52, JALAN SRI PERMAISURI 1BANDAR SRI PERMAISURI56000 KUALA LUMPUR,",Foodcourt,W.P. Kuala Lumpur,Bandar Tun Razak
16455.0,RESTORAN NASI KANDAR MAHMUD,"PUSAT PERDAGANGAN KUCHAINO 2 JALAN 1/27OFF JALAN KUCHAI LAMA58200 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Seputeh
16460.0,PASARAYA JAYA GADING SDN.BHD,"PT 10570-10577,PUSAT PERNIAGAAN TANAH MERAH,MUKIM MAKA,JALAN PASIR MAS",Pasar Raya / Supermarket,Kelantan,Tanah Merah
16463.0,RESTORAN HJ. MIDIN MURTABAK,"NO.8, JALAN MEDAN SIMPANG,34700 SIMPANG, TAIPING,",Restoran India Muslim,Perak,"Larut, Matang & Selama"
16467.0,AL-TAQWA TAWAKKAL SDN.BHD,"LOT 2736,JALAN RAYA TIMUR-BARAT,JELI,KELANTAN,",Kedai Runcit,Kelantan,Jeli
16468.0,PASAR MINI PAK YA,"NO 27,JALAN BESAR,TAMAN MEWAH,KUALA KRAU,PAHANG",Pasar Mini,Pahang,Temerloh
16470.0,RESTORAN FARSAL NASI KANDAR,"7-D-1-11,LEBUHRAYA THEAN TEK,AYER ITAM",Restoran India Muslim,Pulau Pinang,Timur Laut
16472.0,UPWELL SUPERMARKET SDN. BHD. (BAU),"LOT 704, BAU TOWN DISTRICT, SUBLOT 1-7,JALAN SERINGGOK,",Pasar Raya / Supermarket,Sarawak,Bau
16473.0,RESTORAN SEVEN STAR,"GAT LEBUH MACALLUM,GEORGETOWN,",Restoran India Muslim,Pulau Pinang,Timur Laut
16478.0,RESTORAN NASI KANDAR RAFEI ALI,"31 JALAN FETTES PARK,TANJUNG TOKONG,",Restoran India Muslim,Pulau Pinang,Timur Laut
16482.0,PUSAT PERNIAGAAN MATAHARI SDN BHD,"1, JALAN PJS 2/18,TAMAN MAJU JAYA,46000 PETALING JAYA, SELANGOR",Pasar Raya / Supermarket,Selangor,Petaling Jaya
16483.0,PASAR LEMBAH SUBANG DAMANSARA,"PASAR PAGI LEMBAH SUBANG,TAMAN PUTRA DAMAI,47301 PETALING JAYA, SELANGOR",Pasar Basah ,Selangor,Petaling Jaya
16487.0,RESTORAN NASI KANDAR PELITA (JELUTONG),"LOTUS'S STORES JELUTONG,LEBUH TENGKU KUDIN 1,GEORGETOWN",Restoran India Muslim,Pulau Pinang,Timur Laut
16489.0,PASARAYA SUPER SEVEN ( PLAZA ANGGERIK ),"JALAN 3/154,TAMAN BUKIT ANGGERIK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bandar Tun Razak
16494.0,PASARAYA MADINA,"42C-G-28, SRI SAUJANA, GAT LEBUH MACALLUM,GAT LEBUH MACALLUM,GEORGETOWN",Kedai Runcit,Pulau Pinang,Timur Laut
16500.0,FOODCOURT TESCO DESA TEBRAU,"NO. 1, PERSIARAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BHARU,",Foodcourt,Johor,Johor Bahru
16501.0,KEDAI MAKAN ASAM PEDAS POWER,"GERAI NO 10 , PERHENTIAN BAS DAN TEKSI TANGKAK, 84900 LEDANG, JOHOR.,",Restoran Melayu,Johor,Muar
16504.0,FOODCOURT TAMAN FREE SCHOOL,"JALAN FREE SCHOOL,TAMAN FREE SCHOOL,10460 PULAU PINANG.,",Foodcourt,Pulau Pinang,Timur Laut
16509.0,HONG GUAN MINI MARKET,"G/F LOT 3136 & 3137 AT 2202,BLOCK 13, MLD, JALAN ULU SG. KAPIT,",Kedai Runcit,Sarawak,Kapit
16511.0,RESTORAN ADZIE,"BATU 4, BANDAR KIM FUNG,",Restoran Melayu,Sabah,Sandakan
16512.0,HASSAN KASSIM ENT,"1-G-42, JALAN PETANI,FLAT TURNKEY,TAMAN SRI PINANG,GEORGETOWN",Kedai Runcit,Pulau Pinang,Timur Laut
16519.0,SING KWONG,"SING KWONGMEDAN RAYA,97000 BINTULU,SARAWAK",Pasar Raya / Supermarket,Sarawak,Bintulu
16520.0,REFAH CAFE,"ASSYAKIRIN COMMERCIAL CENTRE,97000 BINTULUSARAWAK,",Restoran Melayu,Sarawak,Bintulu
16522.0,MDS MART TATAU,"MDS MART (TATAU)PASAR TATAU,97200 TATAU BINTULU,SARAWAK",Pasar Raya / Supermarket,Sarawak,Tatau
16524.0,SB MAMA CAFE,"90, MEDAN JAYAJALAN TUN HUSSIEN ONN,97000 BINTULU SARAWAK,",Restoran India Muslim,Sarawak,Bintulu
16526.0,MEDAN SELERA MEDAN JAYA,"MEDAN JAYA COMMERCIAL CENTRE JALAN TUN HUSSIEN ONN,97000 BINTULUSARAWAK,",Medan Selera,Sarawak,Bintulu
16527.0,POPULAR CORNER,"BDA SHAHIDA COMMERCIAL CENTREJALAN ABANG GALAU,97000 BINTULUSARAWAK,",Restoran Cina,Sarawak,Bintulu
16531.0,KEDAI SEBELAH PEJABAT POS,"JKR 961, JALAN BESAR,73100 JOHOL KUALA PILAH NEGERI SEMBILAN,",Restoran Melayu,Negeri Sembilan,Johol
16534.0,RESTORAN NASI KANDAR SUBAIDAH,"PLOT NO: 3 & 4, LOT 1434,JALAN SEMPILAI, 13700 SEBERANG JAYA, PULAU PINANG.,",Restoran India Muslim,Pulau Pinang,Seberang Perai Tengah
16536.0,TEKSI CORNER,"MEDAN SELERA,34200, PARIT BUNTAR, PERAK,",Medan Selera,Perak,Kerian
16537.0,RESTORAN HAPPY (RESTORAN CINA),"NO 17 JALAN PERHENTIAN BAS GEMAS, PEKAN GEMAS,73400 GEMAS, NEGERI SEMBILAN,",Restoran Cina,Negeri Sembilan,Gemas
16538.0,SOH TONG BEE,"B-4 TANAH PANJIS ESTET ROMPIN,73500 ROMPIN NEGERI SEMBILAN,",Restoran Cina,Negeri Sembilan,Rompin
16543.0,RESTORAN NASI KANDAR IMPIAN (INDIA MUSLIM),"MT 712, TINGKAT BAWAH,KOMPLEKS PERNIAGAAN MASJID TANAH,78300 MASJID TANAH, MELAKA",Restoran India Muslim,Melaka,Alor Gajah
16545.0,WARUNG ROSE FAMILY,"WARUNG ROSE FAMILY,72100 BAHAU NEGERI SEMBILAN,",Restoran Melayu,Negeri Sembilan,Bahau
16547.0,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
16548.0,PASARAYA SERI  UTAMA SDN. BHD. (CAWANGAN BOHOR PULAI),"NO. 5 & 7,TAMAN MEDAN PULAI,01000 KANGAR, PERLIS",Pasar Raya / Supermarket,Perlis,Kangar
16549.0,AF MAJU JAYA ENTERPRISE,"NO 14, JALAN PERTIWI,TAMAN PERTIWI SERIA B,01000 KANGAR, PERLIS",Kedai Runcit,Perlis,Kangar
16553.0,RESTOREN SYED,"JALAN HARMONIUM 23/14 TAMAN DESA TEBRAU 81100 JOHOR BAHRU,",Restoran India Muslim,Johor,Johor Bahru
16554.0,PARKWELL DEPARTMENTAL STORE SANDAKAN,"LOT 19,TINGKA BAWAH DAN SATU,BATU 4, BANDAR INDAH JAYA",Pasar Raya / Supermarket,Sabah,Sandakan
16569.0,MEDAN SELERA KANGAR,"GERAI MPKPS,BAZAR HOKKIEN,01000 KANGAR, PERLIS",Medan Selera,Perlis,Kangar
16570.0,MEDAN SELERA PADANG BESAR,"PEKAN PADANG BESAR,02100 PADANG BESAR (U), PERLIS,",Medan Selera,Perlis,Padang Besar
16572.0,SELERA ANJUNG SURI,"NO 37, JALAN CENGKIH,TAMAN MAKMUR,86000 KLUANG, JOHOR,",Restoran Melayu,Johor,Kluang
16579.0,GERAI NO. 6: SHARIFAH NUR CATERING,"TAMAN SEROJA,98000 MIRI, SARAWAK,",Medan Selera,Sarawak,Miri
16582.0,SOON LEE COFFEE SHOP,"LOT 343, GROUND FLOOR, BEAUTIFUL JADE CENTRE,98000 MIRI, SARAWAK,",Restoran Cina,Sarawak,Miri
16583.0,RESTORAN ASIAN NASI KANDAR,"NUSRATH RESOURCES SDN BHD, (9925391-A) LOT 435,JALAN BENDAHARA, 98000 MIRI, SARAWAK,",Restoran India Muslim,Sarawak,Miri
16596.0,KUANTAN PARADE PAHANG,"MEDAN SELERA KUANTAN PARADE,",Foodcourt,Pahang,Kuantan
16599.0,RESTORAN JUMAAT,"26 JALAN RENGLAND 4,TAMAN PERINDUSTRIAN RENGLAND,862000 SIMPANG RENGGAM,",Restoran Melayu,Johor,Kluang
16620.0,MAJID STORE,"NO. (IM) JALAN ARAU - KODIANG,TAMAN UTARA FASA II, JALAN ARAU-KODIANG, GUAR SANJI,02600 ARAU, PERLIS.",Kedai Runcit,Perlis,Arau
16621.0,PASAR MINI MELATI JAYA,"31, TINGKAT BAWAH,TAMAN HAZ MELATI,JALAN BUKIT KETRI,02400 BESERI, PERLIS.",Pasar Mini,Perlis,Padang Besar
16632.0,"KEDAI LIM KEE, KUALA KANGSAR","33000,KUALA KANGSAR, PERAK,",Restoran Cina,Perak,Kuala Kangsar
16633.0,KEDAI MAKAN SALOR INDAH,"HADAPAN CHECKING FOREST,KG SALOR, BATU MELINTANG ,JELI KELANTAN,",Restoran Melayu,Kelantan,Jeli
16637.0,"GERAI MAKANAN & MINUMAN NIZAM, SUNGAI SIPUT","LOT 3686,KG. SALAK STESEN,SALAK UTARA,31100 SUNGAI SIPUT (U), PERAK,",Restoran Melayu,Perak,Kuala Kangsar
16638.0,"KEDAI KOPI LEONG KEE, PADANG RENGAS","A17, KG. JAYA,33700 PADANG RENGAS, KUALA KANGSAR,",Restoran Cina,Perak,Kuala Kangsar
16643.0,ANJUNG SELERA J,"NO. 48 JALAN TENGKU ISMAIL28000 TEMERLOH PAHANG,",Restoran Melayu,Pahang,Temerloh
16645.0,MEDAN SELERA PASAR SUMAYYAH,"TINGKAT ATAS,PASAR SUMAYYAH, BANDAR BARU TUMPAT,",Medan Selera,Kelantan,Tumpat
16646.0,"RESTORAN BITAH, KUALA KANGSAR","JALAN TAIPING,33000 KUALA KANGSAR,PERAK,",Restoran Melayu,Perak,Kuala Kangsar
16647.0,ATHIRAH TOM YAM & SEAFOOD,"PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Restoran Melayu,Negeri Sembilan,Port Dickson
16648.0,REMEMBERING RESTAURANT,"JALAN JAKAR,KAMPUNG JAKAR,24000 KEMAMAN, TERENGGANU",Restoran Cina,Terengganu,Kemaman
16649.0,"RESTORAN RAHMANIAH, PDG. RENGAS","NO. 15, JALAN BESAR,33700 PADANG RENGAS, PERAK,",Restoran India Muslim,Perak,Kuala Kangsar
16652.0,KEDAI MAKAN ENG KEE,"NO. 5-D JALAN AH CHEONG,36000 TELUK INTAN, PERAK,",Restoran Cina,Perak,Hilir Perak
16659.0,22 MART,"NO.10 & 11A, JALAN UA1,TAMAN DATO' UNDANG ABDULLAH,KUALA KLAWANG,JELEBU, NEGERI SEMBILAN.",Pasar Mini,Negeri Sembilan,Jelebu
16674.0,ROHANI BT. SALLEH,"NO. 278,BATU 2 1/4, JALAN SANTAN,01000 KANGAR, PERLIS",Kedai Runcit,Perlis,Padang Besar
16678.0,RA WAWASAN ENTERPRISE,"PT 2097 JALAN GUA MUSANG-JELI BUKIT CHEKATI,GUA MUSANG,",Kedai Runcit,Kelantan,Gua Musang
16702.0,LALANG SUPERMARKET SDN. BHD.,"KAMPUNG PADANG LALANG,LANGKAWI KEDAH,",Pasar Mini,Kedah,Langkawi
16704.0,RESTORAN MIRASA,"34, JALAN RADIN ANUM 1, SRI PETALING, 57000 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Seputeh
16705.0,MEDAN SELERA MEGA ( JLN KLANG LAMA ),"JLN KLANG LAMA,",Medan Selera,W.P. Kuala Lumpur,Seputeh
16707.0,HARON BIN MOHAMED,"LOT 10102,KG. KERILA,TEMANGAN",Kedai Runcit,Kelantan,Machang
16708.0,KEDAI TUKAR ABE JAK (CHE ABDUL RAZAK),"NO LOT 23 72 A,KG BAKAR JLN BUKIT BAKAR,18500 MACHANG",Kedai Runcit,Kelantan,Machang
16744.0,ENG JOO MINI MARKET,"NO. 277, PERSIARAN BIDARA 1,DESA BIDAR, KUALA KETIL,KEDAH,",Pasar Mini,Kedah,Baling
16783.0,KEDAI JIMAT JELI,"BANDAR JELI,JELI, KELANTAN,",Kedai Runcit,Kelantan,Jeli
16784.0,SUNGAI BERUDANG ENTERPRISE,"LOT PT 1234, KG BERDANG,JELI,KELANTAN,",Kedai Runcit,Kelantan,Jeli
16792.0,SOON HEONG RESTAURANT,"196 JALAN TUAN HITAM,",Restoran Cina,Terengganu,Besut
16793.0,NASI KANDAR ALOR LINTANG,"LOT 5170 BANGUNAN WISMA ABDUL AZIZJALAN BESAR ALOR LINTANG,,",Restoran India Muslim,Terengganu,Besut
16794.0,MEDAN SELERA JERTEH,"MEDAN SELERA JERTEH,",Medan Selera,Terengganu,Besut
16797.0,GIANT KULIM,"NO 1-1 A-1, SHOPPING CENTRE LOT 1,JALAN KLC 1, KULIM LANDMARK CENTRE,09000 KULIM, KEDAH.",Hypermarket,Kedah,Kulim
16798.0,PASAR BORONG GUCHIL,"TAMAN SRI GUCHIL,KUALA KRAI, KELANTAN,",Pasar Basah ,Kelantan,Kuala Krai
16801.0,TESCO KULIM,"NO 386,JALAN LEMBAH IMPIANA 9, LEMBAH IMPIANA 3,09000 KULIM, KEDAH.",Hypermarket,Kedah,Kulim
16806.0,EMPORIUM HOCK KEE SENG SDN BHD CAW.TANJUNG,"LOT 4061 PN 2627,KOMPLEKS TAMAN SELERA TANJUNG, MUKIM BANDAR,JALAN SULTAN ZAINAL ABIDIN, KUALA TERENGGANU",Pasar Raya / Supermarket,Terengganu,Kuala Terengganu
16807.0,PELITA SAMUDRA PERTAMA,"NO. 56, LORONG KURAU 1, PRAI, PULAU PINANG,Taman chai leng,",Restoran India Muslim,Pulau Pinang,Seberang Perai Tengah
16813.0,PASAR MINI GI (TEBRAU),"NO 1&3 JALAN SAGU 32,TAMAN DAYA,81100 JOHOR BAHRU, JOHOR",Pasar Mini,Johor,Johor Bahru
16826.0,TRELEAF GONG TOK NASEK,"LOT 1246, KAMPUNG GONG TOK NASEK,MUKIM KUALA IBAI,KUALA TERENGGANU",Pasar Mini,Terengganu,Kuala Terengganu
16922.0,KEDAI RUNCIT CHOP CHIN HUAT,"NO. 45, JALAN BESAR,73100 JOHOL ,NEGERI SEMBILAN,",Kedai Runcit,Negeri Sembilan,Johol
16927.0,PASAR TAMU MAJLIS DAERAH BETONG,"SRI AMAN,BETONG,SARAWAK",Pasar Basah ,Sarawak,Betong
16939.0,FAROUK MAJU,"BANDAR PEKAN,",Restoran India Muslim,Pahang,Pekan
16951.0,MEDAN SELERA PASAR KOMUNITI STUTONG,"PASAR KOMUNITI STUTONG,JALAN SETIA RAJA,TABUAN JAYA,93350 KUCHING, SARAWAK,",Medan Selera,Sarawak,Kuching
16988.0,YAT FONG HERBS 'N' FOODS SDN. BHD.,"YAT FONG HERBS 'N' FOODS SDN. BHD.,NO.79-81, TAMAN INTAN SETIA,35900, TANJUNG MALIM,PERAK",Kedai Runcit,Perak,Muallim
16990.0,IMA MINI MARKET,"LOT 1103, KG.BAYAM,JALAN LUNDANG,",Kedai Runcit,Kelantan,Kota Bharu
16993.0,PASARAYA HALAL ANA,"LOT 2519,BLOK A &  B,  KAMPUNG ANA,",Pasar Mini,Kelantan,Tumpat
16995.0,PASAR MINI JIMAT SG SIPUT,"NO. 25,26,27 BAWAH PERSIARAN KOMERSIAL 3,JALAN LINTANG WATERFRONT,31100 SUNGAI SIPUT (U),PERAK",Pasar Mini,Perak,Kuala Kangsar
16996.0,PASAR MINI T & T,"41 , JALAN BAHARU ,BATU LIMA ,34200 PARIT BUNTAR, PERAK",Pasar Mini,Perak,Kerian
16997.0,PASAR MINI PUSAT PEMBELIAN SHEN YEE,"25,26, PERSIARAN PERWIRA,PUSAT BANDAR PARIT BUNTAR,34200 PARIT BUNTAR, PERAK.",Pasar Mini,Perak,Kerian
17003.0,"PASAR BESAR SEREMBAN, NEGERI SEMBILAN","PASAR BESAR SEREMBANJALAN PASAR70000 SEREMBAN,",Borong,Negeri Sembilan,Seremban
17009.0,PASARAYA JAYA GADING SDN BHD,"LOT 4909-4917, MUKIM TELEKONG,DAERAH BATU MENGKEBANG,",Pasar Raya / Supermarket,Kelantan,Kuala Krai
17020.0,KEDAI RUNCIT THINOGARAN,"NO.1 & 2,TAMAN DAMAI JAYA,32400 AYER TAWAR, PERAK.",Kedai Runcit,Perak,Manjung
17035.0,MASLEE LARKIN IDAMAN,"NO. 22, 24, 26, 28, 30 & 32,JALAN IDAMAN 2, TAMAN LARKIN IDAMAN, 80350 JOHOR BAHRU,80350 JOHOR BAHRU.",Pasar Raya / Supermarket,Johor,Johor Bahru
17036.0,ECONSAVE KLEBANG,"NO, 6 LENGKOK KLEBANG PUTRA,PUSAT PERDAGANGAN KLEBANG,CHEMOR",Pasar Raya / Supermarket,Perak,Kinta
17037.0,SAVE MINI MARKET TASEK,"NO, 769, JALAN TASEK,MEDAN TASEK,31400 IPOH, PERAK",Kedai Runcit,Perak,Kinta
17038.0,DM MINI MARKET,"NO, 16 JALAN GOPENG,PERSIARAN 1, TAMAN ORKID,BATU GAJAH, PERAK.",Pasar Mini,Perak,Kinta
17039.0,PASARAYA SEM AH YEM,"NO, 8-22,PUSAT PERDAGANGAN JELAPANG,30020 IPOH, PERAK",Pasar Mini,Perak,Kinta
17040.0,PERNIAGAAN TENAGA CERGAS KAMPAR,"NO.2259 & 226,JALAN BATU SINAR,31900 KAMPAR, PERAK.",Pasar Mini,Perak,Kampar
17046.0,MYDIN PARIT BUNTAR HYPERMARKET,"LOT 23252, KERIAN SENTRAL MALL,JALAN SEKOLAH,34200 PARIT BUNTAR, PERAK.",Hypermarket,Perak,Kerian
17094.0,PASARAYA KIP MART TAMPOI,"LOT 129842, JALAN TITIWANGSA 1,TAMAN TAMPOI INDAH,81200 JOHOR BAHRU",Pasar Raya / Supermarket,Johor,Johor Bahru
17095.0,PASAR MINI RIZQ (PULAI),"NO 78,  JALAN PADI 1,BANDAR BARU UDA,81200 JOHOR BAHRU JOHOR.",Pasar Mini,Johor,Johor Bahru
17096.0,PASAR AWAM PERLING,"PASAR AWAM PERLING,531, PERSISIRAN PERLING 1,81200 TAMAN PERLING",Pasar Basah ,Johor,Johor Bahru
17097.0,LOTUSS STORE (TESCO JITRA),"PT1068, KOMPLEKS PERNIAGAAN,JALAN AMAN, PEKAN JITRA,06000 JITRA, KEDAH.",Hypermarket,Kedah,Kubang Pasu
17098.0,GOLDEN DRAGON CITY SUPERMARKET PUTATAN,"11-0,LORONG GRAND PLAZA PUTATAN 4 (GRAND PLAZA PUTATAN),88200 PUTATAN,",Pasar Raya / Supermarket,Sabah,Putatan
17100.0,MYDIN WHOLESALE HYPERMARKET KULAI UTAMA,"LOT 1.18A KULAI HYPERMARKET,JALAN ANGGERIK 8, TAMAN KULAI UTAMA,81000 KULAI, JOHOR DARUL TAKZIM.",Hypermarket,Johor,Johor Bahru
17101.0,AEON MALL KULAIJAYA,"PTD 106273 PERSIARAN INDAPURA UTAMA,BANDAR INDAHPURA,81000 KULAIJAYA, JOHOR",Pasar Raya / Supermarket,Johor,Johor Bahru
17102.0,ECONSAVE SENAI,"ECONSAVE CASH & CARRY SDN BHD (SENAI),JALAN LAPANGAN TERBANG SULTAN ISMAIL,81400 SENAI, JOHOR",Pasar Raya / Supermarket,Johor,Johor Bahru
17105.0,RESTORAN BUNGA DAHLIA,"NO.49, JALAN IMPIAN SENAI UTAMATAMAN IMPIAN SENAI 81400 SENAI,",Restoran Melayu,Johor,Johor Bahru
17106.0,RESTORAN TAI CHONG,"NO.325, JALAN RAYA KULAI BESAR81000 KULAI, JOHOR,",Restoran Cina,Johor,Johor Bahru
17108.0,GERAI MPKU (MEDAN SELERA),"BATU 19,KEDAI MPKU KULAI,",Medan Selera,Johor,Johor Bahru
17120.0,PASAR AWAM PALOH,"JALAN TEMENGGUNG,KAMPUNG MUHIBBAH,86600 PALOH,JOHOR.",Pasar Basah ,Johor,Kluang
17122.0,CHEE YI MINI MARKET,"S-70, KAHANG N/V,86700, KAHANG, JOHOR,",Pasar Mini,Johor,Kluang
17123.0,LEE & LEE SHOP,"NO.11 ,13 JALAN ABU BAKAR,86600 PALOH, JOHOR.,",Kedai Runcit,Johor,Kluang
17128.0,MYDIN WHOLESALE HYPERMARKET BERTAM,"NO 2243,JALAN TUN HAMDAN SYEIKH TAHIR, BANDAR PUTRA BERTAM,13200 KEPALA BATAS, PULAU PINANG.",Hypermarket,Pulau Pinang,Seberang Perai Utara
17131.0,MEDAN SELERA BANDAR BARU UDA,"JLN PADI MAHSURI (BANDAR BARU UDA), 81200 JOHOR BAHRU, JOHOR, MALAYSIA,",Medan Selera,Johor,Johor Bahru
17133.0,"RESTORAN OSMAN (JLN PADI EMAS, BBU)","JALAN PADI EMAS 4/5 BANDAR BARU UDA 81200 JOHOR BAHRU,",Restoran India Muslim,Johor,Johor Bahru
17134.0,RESTORAN HUP HENG,"JALAN PERSISIRAN UTAMATAMAN PERLING81200 JOHOR BAHRU,",Restoran Cina,Johor,Johor Bahru
17135.0,KATARI MART,"NO.152X, JALAN DATUK KERAMAT,KG. DATUK KERAMAT,",Kedai Runcit,W.P. Kuala Lumpur,Titiwangsa
17139.0,PASAR AWAM SENGGARANG,"JALAN ABDULLAH,KAMPUNG BAHRU,83200 PEKAN SENGGARANG.",Pasar Basah ,Johor,Batu Pahat
17141.0,PASAR AWAM PARIT SULONG,"PASAR AWAM PARIT SULONG,JALAN PASAR  PARIT SULONG,83500 BATU PAHAT,JOHOR.",Pasar Basah ,Johor,Batu Pahat
17144.0,RESTORAN SALAM (M) SDN BHD.,"135, JALAN PAYA TERUBONG,AYER ITAM,",Restoran India Muslim,Pulau Pinang,Timur Laut
17147.0,KEDAI RUNCIT ANEKA,"NO 48 & 49,TENANG STATION,85000, SEGAMAT,JOHOR,",Kedai Runcit,Johor,Segamat
17148.0,PASAR MINI KASIHKU,"NO 55, JALAN PUTRA 1/3,BANDAR PUTRA,85000, SEGAMAT, JOHOR",Pasar Mini,Johor,Segamat
17149.0,PACIFIC HYPERMARKET & DEPT. STORE SDN BHD,"TAIPING MALL TAIPING,34000 TAIPING,PERAK",Hypermarket,Perak,"Larut, Matang & Selama"
17152.0,GMART TAMPARULI,"GMART TAMPARULI,LOT 12-16,2 STOREY SHOP DEVELOPMENT,",Pasar Raya / Supermarket,Sabah,Tamparuli
17158.0,RESTORAN NASI ULAM NILAI,"NO.9913, JALAN BBN 1/3F, PUTRA NILAI,71800 NILAI, NEGERI SEMBILAN.,",Restoran Melayu,Negeri Sembilan,Seremban
17160.0,RESTORAN SUTERA BAYU,"JALAN MAHKAMAH,PEKAN TELUK INTAN,36000 TELUK INTAN, PERAK",Restoran Melayu,Perak,Hilir Perak
17162.0,PASARAYA DENWAY,"NO. 1,3,5,7,9,11,13,15,17 JALAN HIJAU ,TAMAN BANDAR JAYA,85300 LABIS, JOHOR.",Pasar Raya / Supermarket,Johor,Segamat
17164.0,PASAR AWAM KUALA KLAWANG.,"PASAR AWAM KUALA KLAWANG,KUALA KLAWANG,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Jelebu
17165.0,PASAR BESAR TAMPIN,"PASAR BESAR TAMPIN,JALAN BESAR PULAU SEBANG,KAMPUNG TAMPIN, TAMPIN,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Tampin
17167.0,AEON CO.(M) BHD.,"LOT 8576 & 8577, PUSAT MEMBELI-BELAH AEON,JALAN KAMUNTING,34000 TAIPING, PERAK",Hypermarket,Perak,"Larut, Matang & Selama"
17168.0,MEGAH SUPERMARKET (BANTING),"LOT 931,JALAN SUASA,42700 BANTING, SELANGOR",Pasar Raya / Supermarket,Selangor,Kuala Langat
17169.0,FOODCOURT MYDIN,"KERIAN SENTRAL MALL,LOT 23252 , JALAN SEKOLAH,34200 PARIT BUNTAR , PERAK.",Foodcourt,Perak,Kerian
17171.0,CITY MEWAH (SRI SAYANG),"JALAN PADANG TEMBAK,36000 TELUK INTAN, PERAK,",Medan Selera,Perak,Hilir Perak
17174.0,ECONPOINT,"37 & 39, JALAN KAMPUNG BARU,TAMAN SRI TENGAH,86000 KLUANG",Pasar Mini,Johor,Kluang
17179.0,BATARAS HYPERMARKET,"SU 3494,JALAN TUN MUSTAPHA, KAMPUNG BATU ARANG,87000 WP LABUAN.",Hypermarket,W.P. Labuan,Kawasan Bandar
17180.0,LAYANGAN SUPERSTORE,"TAMAN PERUMAHAN LAYANG- LAYANGAN,87000 WP LABUAN,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Luar Bandar
17181.0,KEDAI NASI AYAM GOLEK,"NO.174, KAMPUNG DIDIK, MUKIM KUAH, 07000 LANGKAWI, KEDAH DARUL AMAN.,",Restoran Melayu,Kedah,Langkawi
17184.0,D'MART TENGGAROH 2,"FELDA TENGGAROH 02,86810 MERSING,JOHOR DARUL TA'ZIM",Pasar Mini,Johor,Mersing
17185.0,D'MART FELDA NITAR 2,"FELDA NITAR 2,PETI SURAT NO. 04,86700 MERSING,JOHOR",Pasar Mini,Johor,Mersing
17186.0,PERNIAGAAN ARIFF BERJAYA,"NO. 1B, FELDA TENGGAROH 2,86810, MERSING, JOHOR,",Kedai Runcit,Johor,Mersing
17187.0,D' MART TENGGAROH 5,"FELDA TENGGAROH 05,86810 MERSING, JOHOR,",Pasar Mini,Johor,Mersing
17188.0,PASARAYA XIRI KUALA BERANG SDN BHD,"LOT. 6811-6820 (GM7425-7434),SUNGAI BAJAR, MUKIM KUALA BERANG,KUALA BERANG, HULU TERENGGANU",Pasar Raya / Supermarket,Terengganu,Hulu Terengganu
17189.0,PASARAYA MUSLIMAH,"KAMPUNG BATU 18,AJIL,",Kedai Runcit,Terengganu,Hulu Terengganu
