Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"Menara impian condominium, taman tar ampang for sale !!!!",RM 495 000,AMPANG,Apartments,1060 sq.ft.,3 Bedrooms,2 Bathrooms
"Sri Penara Apartment Taman Tasik Permaisuri, Kuala Lumpur",RM 250 000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Ampang Suria Jelatek Residence - 1420sf - Near LRT - Limited unit,RM 600 000,AMPANG,Apartments,1420 sq.ft.,3 Bedrooms,2 Bathrooms
"Impiana Condo Ampang, Duplex Reno Penthouse Low density",RM 1 908 888,AMPANG,Apartments,3530 sq.ft.,5 Bedrooms,5 Bathrooms
"NOVO Ampang, Ampang Hilir KLCC",RM 810 000,AMPANG,Apartments,686 sq.ft.,1 Bedroom,1 Bathroom
Amaya Maluri Service Apartment Taman Maluri,RM 445 500,AMPANG,Apartments,1044 sq.ft.,3 Bedrooms,2 Bathrooms
(BEST UNIT) Tiara Duta Condominium / Duplex / Ampang,RM 575 000,AMPANG,Apartments,1600 sq.ft.,3 Bedrooms,2 Bathrooms
[low floor] apartment bistaria untuk dijual!!,RM 265 000,AMPANG,Apartments,850 sq.ft.,2 Bedrooms,2 Bathrooms
"Ampang saujana jalan mulia 2/1, tingkat 4",RM 140 000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
SRI AMPANG HILIR CONDOMINIUM,RM 400 000,AMPANG,Apartments,1042 sq.ft.,3 Bedrooms,2 Bathrooms
1180 sq.ft. Hillside Apartment Taman Melawati Ampang,RM 399 000,AMPANG,Apartments,1180 sq.ft.,3 Bedrooms,2 Bathrooms
Pandan Indah commercial park,RM 120 000,AMPANG,Apartments,640 sq.ft.,2 Bedrooms,2 Bathrooms
"GCB Court Condo [ 1,925 Sqft - FREEHOLD!! BELOW MV!! ] Jalan Ampang",RM 620 000,AMPANG,Apartments,1925 sq.ft.,4 Bedrooms,3 Bathrooms
WTS : Partial Furnished Unit The Element Ampang,RM 1 000 000,AMPANG,Apartments,1570 sq.ft.,3 Bedrooms,2 Bathrooms
WTS : SoHo Fully Furnished Unit M-City Jalan Ampang,RM 730 000,AMPANG,Apartments,910 sq.ft.,1 Bedroom,2 Bathrooms
WTS : Fully Furnished Duplex M-City Ampang Super Nice Unit !!,RM 720 000,AMPANG,Apartments,910 sq.ft.,1 Bedroom,2 Bathrooms
Permai Puteri Pangsapuri For Sale in Ampang,RM 290 000,AMPANG,Apartments,833 sq.ft.,3 Bedrooms,2 Bathrooms
[AMPANG] Putera Permai Apartment NEAR CORNER UNIT,RM 340 000,AMPANG,Apartments,1080 sq.ft.,3 Bedrooms,2 Bathrooms
[1013KPS] Apt Permai Putera Fully Furnished 10KM Ke KLCC Di Ampang Jay,RM 340 000,AMPANG,Apartments,1013 sq.ft.,3 Bedrooms,2 Bathrooms
100%LOAN+CASH BACK SemiFurnish 705sf The Elements Condo Ampang KL City,RM 450 000,AMPANG,Apartments,705 sq.ft.,1 Bedroom,1 Bathroom
Nobleton Crest Taman U-Thant Ampang Hilir Klcc Fully Furnish ID Design,RM 3 700 000,AMPANG,Apartments,3800 sq.ft.,4 Bedrooms,4 Bathrooms
Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish and ID Design,RM 3 680 000,AMPANG,Apartments,3750 sq.ft.,4 Bedrooms,4 Bathrooms
Nice Unit Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish,RM 3 650 000,AMPANG,Apartments,3700 sq.ft.,4 Bedrooms,4 Bathrooms
Apartment taman cahaya ampang,RM 250 000,AMPANG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Liberty Arc Ampang Ukay NEW CONDO！ FOR SALE NOW VERY CHEAP！！！,RM 330 000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
Ampang Hilir Impiana Condo,RM 850 000,AMPANG,Apartments,1902 sq.ft.,5 Bedrooms,4 Bathrooms
Mei On The Madge (also known as Vista Permai) for Sell,RM 550 000,AMPANG,Apartments,600 sq.ft.,1 Bedroom,2 Bathrooms
Luxury Duplex Condo,RM 2 300 000,AMPANG,Apartments,3680 sq.ft.,5 Bedrooms,4 Bathrooms
"RENOVATED! Sri Angsana Hilir Condo, Near Desa Pandan Ampang Hilir",RM 298 000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
"RENO 1349sqft!!! Angsana Hilir Condominium, Desa Pandan Ampang Hilir",RM 298 000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
BELOW MARKET GCB Court Fire Sale,RM 620 000,AMPANG,Apartments,1925 sq.ft.,3 Bedrooms,3 Bathrooms
[Freehold]Duplex Condominium TARA33 Ampang Hilir Near ISKL easy access,RM 3 250 000,AMPANG,Apartments,4715 sq.ft.,6 Bedrooms,6 Bathrooms
D'Suria Condo Ampang,RM 628 000,AMPANG,Apartments,1060 sq.ft.,3 Bedrooms,2 Bathrooms
THE elements 3R2B nice view below market nearby arteplus ampang,RM 780 000,AMPANG,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
"M CITY AMPANG, JALAN AMPANG, KUALA LUMPUR [ 1104sq.ft ]",RM 702 000,AMPANG,Apartments,1104 sq.ft.,2 Bedrooms,2 Bathrooms
"[below market 19%] The Resident Ampang South, Kuala Lumpur",RM 475 000,AMPANG,Apartments,1270 sq.ft.,3 Bedrooms,2 Bathrooms
Condo suria jelatek residence condominium,RM 530 000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
"[NEAR LRT+ F/F]Suria Jelatek, Ampang Hilir,Setiawangsa,KL",RM 470 000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED Suria Jelatek Condominium MUST BUY!!,RM 470 000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
Sri Ampang Hilir Condominium near to KL City,RM 400 000,AMPANG,Apartments,1042 sq.ft.,3 Bedrooms,2 Bathrooms
"Sri angsana hilir condo, desa pandan, 55100 kuala lumpul",RM 325 000,AMPANG,Apartments,1266 sq.ft.,3 Bedrooms,2 Bathrooms
Beautifully Designed Condominium in 202 Desa Cahaya For Sale,RM 1 200 000,AMPANG,Apartments,1830 sq.ft.,4 Bedrooms,4 Bathrooms
Villa Duta Condo,RM 330 000,AMPANG,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
Mid High floor good renovated Ampang Boulevard Near to Ampang park,RM 405 000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
"Ampang saujaana flat, jalan mulia 2/1, tingkat 4",RM 140 000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
AMPANG BOULEVARD(Freehold)Sale 355k TAMAN AMPANG UTAMA Ampang Selangor,RM 355 000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Sri Merdeka 1, Taman sri merdeka ampang tingkat 5",RM 160 000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"RENOVATED, 908sqft | Suria Jelatek Residence",RM 530 000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
CANTIK | TERMURAH | BULANAN 1000 Permai Prima Apartment Ampang!!,RM 260 000,AMPANG,Apartments,758 sq.ft.,3 Bedrooms,2 Bathrooms
"Tiara Duta Condominium, Corner Unit, Duplex, Ampang Blow market price",RM 530 000,AMPANG,Apartments,1600 sq.ft.,4 Bedrooms,3 Bathrooms
Taman Cahaya Apartment Ampang | (BOOKING RM1000. DEPOSIT FLEXIBLE),RM 250 000,AMPANG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,RM 480 000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
For sale: ampang boulevard 100% fully furnished & renovated,RM 380 000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
RM8xx monthly to own a Luxury Studio in KL City Linked to LRT,RM 230 000,AMPANG,Apartments,280 sq.ft.,1 Bedroom,1 Bathroom
[FULLY FURNISHED] Suria Jelatek Residence Jalan Jelatek,RM 430 000,AMPANG,Apartments,858 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED Suria Jelatek Condominium 908SQFT!!,RM 465 000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
[Below Market 30%] M City Jalan Ampang 678sf Ampang Hilir,RM 422 000,AMPANG,Apartments,678 sq.ft.,1 Bedroom,1 Bathroom
Below Market 34% | Duplex M City Jalan Ampang 1018sf Ampang Hilir,RM 594 000,AMPANG,Apartments,1018 sq.ft.,2 Bedrooms,2 Bathrooms
Hon Residensi 1R1B Condo Taman Nirwana Ampang Jaya,RM 430 000,AMPANG,Apartments,700 sq.ft.,1 Bedroom,1 Bathroom
"[FULLY FURNISHED] 2 Hampshire, Hampshire Park, KLCC",RM 2 100 000,AMPANG,Apartments,2356 sq.ft.,5 Bedrooms,4 Bathrooms
Ampang Soho Jelatek Kuala Lumpur,RM 200 000,AMPANG,Apartments,280 sq.ft.,1 Bedroom,1 Bathroom
Apartment sri melor ukay height ampang,RM 245 000,AMPANG,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
The Elements Ampang,RM 620 000,AMPANG,Apartments,705 sq.ft.,1 Bedroom,1 Bathroom
"Fully furnished m suites jalan ampang, kuala lumpur",RM 680 000,AMPANG,Apartments,820 sq.ft.,1 Bedroom,1 Bathroom
Partly furnished suria jelatek ampang hilir,RM 530 000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
"CORNER | SPACIOUS LIVING ROOM Penthouse Mutiara Merdeka, Ampang",RM 1 350 000,AMPANG,Apartments,4550 sq.ft.,5 Bedrooms,5 Bathrooms
"(BIG SIZE!!) Sri Angsana Hilir Condominium, Desa Pandan, Ampang Hilir",RM 310 000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
ACTUAL PICTURE | 3676 SQFT Nobleton Crest Taman U-Thant KL,RM 3 860 000,AMPANG,Apartments,3676 sq.ft.,5 Bedrooms,5 Bathrooms
Below Market 31% | Arte Plus Arte+ Jalan Ampang 902sf,RM 450 000,AMPANG,Apartments,902 sq.ft.,3 Bedrooms,2 Bathrooms
BOOKING 5k FREEHOLD Luxurious Rasidence Nobleton Crest Fully Furnished,RM 3 900 000,AMPANG,Apartments,3676 sq.ft.,5 Bedrooms,5 Bathrooms
Liberty Arc Studio 310k READY TO MOVE IN NEW STOCK!,RM 310 000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
Rumah Kedai Pandan Utama 2 Ampang,RM 116 640,AMPANG,Apartments,740 sq.ft.,3 Bedrooms,2 Bathrooms
Suria Jelatek Residence Blok A Jalan Jelatek Kuala Lumpur,RM 530 000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
2 Bedroom Apartment for sale - M City Jalan Ampang,RM 990 000,AMPANG,Apartments,997 sq.ft.,2 Bedrooms,2 Bathrooms
"Emerald Hill Bukit Indah, Ampang berbaloi beli",RM 415 000,AMPANG,Apartments,1232 sq.ft.,3 Bedrooms,2 Bathrooms
"[RUMAH PERTAMA] Pangsapuri Sri Nilam, Ampang for sale",RM 130 000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Ampang New Condo, Near to KLCC & LRT, Cheapest Price in Ampang",RM 230 000,AMPANG,Apartments,286 sq.ft.,1 Bedroom,1 Bathroom
"BERBALOI Sri Ampang Hilir Condominium, Kuala Lumpur",RM 400 000,AMPANG,Apartments,1042 sq.ft.,3 Bedrooms,2 Bathrooms
Crystal Tower Bukit Indah Ampang,RM 380 000,AMPANG,Apartments,889 sq.ft.,3 Bedrooms,2 Bathrooms
Best 4 Family Ownstay Layout 3R3B! Pure Residential Low Density only,RM 550 000,AMPANG,Apartments,1300 sq.ft.,3 Bedrooms,3 Bathrooms
4R2B Kojaya Condominium Ampang Point [10min to KLCC],RM 370 000,AMPANG,Apartments,932 sq.ft.,4 Bedrooms,3 Bathrooms
"M City, Ampang (below market 27%)",RM 364 500,AMPANG,Apartments,506 sq.ft.,1 Bedroom,1 Bathroom
NEGOTIABLE Liberty Arc Ampang Hilir Condo Ampang Ukay FULL FURNISHED,RM 349 000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
"[RENOVATED, FURNISHED] Suria Jelatek Serviced Apartment",RM 620 000,AMPANG,Apartments,1421 sq.ft.,3 Bedrooms,2 Bathrooms
Arte mont kiara for sale,RM 490 000,AMPANG,Apartments,494 sq.ft.,1 Bedroom,1 Bathroom
"M Suites, Ampang Hilir",RM 410 000,AMPANG,Apartments,502 sq.ft.,1 Bedroom,1 Bathroom
[FULLY FURNISHED] THE ELEMENTS RESIDENCE JALAN AMPANG K.LUMPUR r,RM 599 000,AMPANG,Apartments,850 sq.ft.,2 Bedrooms,2 Bathrooms
Bandar tasik selatan: pangsapuri bandar tasik selatan,RM 199 000,BANDAR TASIK SELATAN,Apartments,802 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment Bandar Tasik Selatan near LRT with Pool,RM 298 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Tasik Height Apartment Bandar Tasik Selatan Cheras,RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak 5 minit ke LRT (FULLY FURNISHED & STRATA),RM 195 000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Apartment Bandar Tasik Selatan Full Loan Cash Back Below Market Price,RM 200 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Kos Rendah Bandar Tasik Selatan, Kuala Lumpur",RM 230 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment for Sale ( Bandar Tasik Selatan ),RM 205 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment Bandar Tasik Selatan,RM 295 000,BANDAR TASIK SELATAN,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
[ NEGO ! ] Desa Tasik Apartment Fasa 6B Sg Besi Bandar Tasik Selatan,RM 250 000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
"[ Negotiable, Must View ] Apartment Bandar Tasik Selatan, Kuala Lumpur",RM 230 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
The Hamstead Cheras near TBS Station,RM 428 000,BANDAR TASIK SELATAN,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
[Leasehold] Desa Tasik Apartments Bandar Tasik Selatan,RM 250 000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,2 Bathrooms
"Tasik Heights Apartment, Bandar Tasik Selatan for SALE",RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
FULL LOAN Apartment Desa Tasik Bandar Tasik Selatan Murah,RM 250 000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
"[Corner Unit, Reno] Apartment Desa Tasik Fasa 1A, Bandar Tasik Selatan",RM 275 000,BANDAR TASIK SELATAN,Apartments,890 sq.ft.,3 Bedrooms,2 Bathrooms
"[BUMI LOT] Anyaman Residence, Bandar Tasik Selatan",RM 650 000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
"Low Cost Flat, Bandar Tasik Selatan, 657sqft, Pangsapuri Kos Rendah",RM 199 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Bandar Tasik Selatan near TBS LRT,RM 290 000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height at Bandar Tasik Selatan near LRT TBS,RM 348 000,BANDAR TASIK SELATAN,Apartments,1044 sq.ft.,4 Bedrooms,2 Bathrooms
TERMURAH Apartment Tasik Height Bandar Tasik Selatan Sg Besi,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Tasik Apartments,RM 250 000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
Anyaman residence bts bandar tasik selatan sungai besi kl cheras,RM 480 000,BANDAR TASIK SELATAN,Apartments,1110 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Kos Rendah , Bdr Tasik Selatan , Full Loan , End Lot",RM 187 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Taman tasik selatan, medium cost tingkat 18",RM 185 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[GOOD FOR INVESTMENT][NEAR LRT]Pangsapuri Seri Mulia Bdr Tun Razak,RM 158 000,BANDAR TASIK SELATAN,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
RENOVATED [CHERAS KL] APT Desa Tun Razak BANDAR TASIK SELATAN,RM 195 000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Tasik Height Apartment Bandar Tasik Selatan Near Permaisuri,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Corner unit low level pangsapuri kos rendah, bandar tasik selatan near",RM 210 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ LEVEL 2 + NEAR TBS ] Apartment Tasik Heights Bandar Tasik Selatan,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
KAWASAN STRATEGIK Pangsapuri Kos Rendah Bandar Tasik Selatan KL,RM 230 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"[BELOW MARKET PRICE] The Hamstead, Desa Tun Razak",RM 420 000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
[NEAR TBS + PALING MURAH] Pangsapuri Sri Malaysia Bandar Tasik Selatan,RM 170 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Very Strategic Location Apartment Seri Malaysia,RM 180 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2 Bedrooms,3 Bathrooms
"(level 1)tasik heights apartment, bandar tasik selatan, kl, for sale",RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Tasik Selatan Cheras TBS BELOW MARKET FULL LOAN,RM 250 000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Bandar Tasik Selatan,RM 350 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"(HOT CAKE) Cengal Condo, Cheras, Permaisuri, Tasik Selatan, Midah",RM 328 000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"[Unit CANTIK TERHAD] Cengal Condominium, Bandar Sri Permaisuri, Cheras",RM 400 000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
105% Loan ZERO D/Payment MAKE OVER UNIT Jln Mutiara nr Serdang MRT,RM 330 000,BANDAR TASIK SELATAN,Apartments,915 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Tasik Height Bandar Tasik Selatan Kuala Lumpur,RM 300 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Taman tasik selatan, bandar tasik selatan tingkat 18",RM 185 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Anyaman Residence direct owner,RM 650 000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
"Desa Tun Razak Apartment Bandar Tasik Selatan, Kuala Lumpur",RM 195 000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri kos rendah bandar tasik selatan kuala lumpur,RM 230 000,BANDAR TASIK SELATAN,Apartments,667 sq.ft.,3 Bedrooms,2 Bathrooms
LOW DEPOSIT Pangsapuri Bandar Tasuk Selatan Kuala Lumpur,RM 230 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Bandar Tasik Selatan, Kuala Lumpur || Level 12, Fully Tiles",RM 230 000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"Holmes 2, Bandar Tun Razak, All New property",RM 460 000,BANDAR TASIK SELATAN,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"[BEST OFFER UNIT] Cengal Condominium, Bandar Sri Permaisuri Cheras",RM 350 000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"{CHEAPEST} Bandar Tasik Selatan, Tasik Heights Apartment, Non Bumi",RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan cheras,RM 290 000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment nearby MRT and MRR2,RM 289 000,BANDAR TASIK SELATAN,Apartments,940 sq.ft.,3 Bedrooms,2 Bathrooms
[TERMURAH UNIT CANTIK] Pangsapuri Seri Malaysia Bandar Tasik Selatan,RM 198 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Full Loan | Pangsapuri Seri Malaysia | Rumah Cantik Walau Saiz Kecil,RM 198 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment 854sf Nice Unit Tasik Selatan 100% Full Loan KL,RM 248 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Below Market Value Apartment Tasik Heights, Bandar Tasik Selatan",RM 310 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
"Desa tun razak apartment , opposite tasik selatan lrt",RM 220 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
{Booking 3k} Pangsapuri Kos Rendah Bandar Tasik Selatan,RM 235 000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3 Bedrooms,2 Bathrooms
Termurah Fully Furnished Unit Cantik Tasik Height Apartment,RM 249 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"CONDOMINIUM ANYAMAN RESIDENCE at BANDAR TASIK SELATAN, KL",RM 650 000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,RM 250 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Cantik Level 1 apartment desa tasik bandar tasik selatan,RM 265 000,BANDAR TASIK SELATAN,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
BEST PRICE Desa Tun Razak Apartment,RM 195 000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri Kos Rendah Bandar Tasik Selatan !!,RM 230 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"BELOW MARKET VALUE! Tasik Height Apartment, Bandar Tasik Selatan",RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
RUMAH CANTIK & RENOVATE Desa Tun Razak Apartment Bdr Tasik Selatan KL,RM 195 000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Tasik Heights Appointment,RM 260 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"(Swimming Pool) Tasik Heights Apartment, Bandar Tasik Selatan",RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[NEGO] Tasik Height Apartment,RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Bandar Tasik Selatan good investment unit,RM 320 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
2nd FLOOR-CORNER- APARTMENT SRI PENARA BDR SRI PERMAISURI Kuala Lumpur,RM 300 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
(NEGO)(BELOW MARKET) Tasik Heights Apartment Cheras TBS,RM 260 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan kuala lumpur,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,RM 260 000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Pangsapuri Seri Malaysia Kuala Lumpur,RM 129 600,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Cheapest Tasik Heights Apartment Bandar Tasik Selatan,RM 290 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
3 rooms flat Bdr Tasik Selatan TBS LRT station,RM 215 000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Below Market Value Tasik Height Apartment, BTS",RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
FOR SALE!! Tasik Height Apartment,RM 350 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[booking 4 k] 3f Pangsapuri bandar tasik selatan,RM 210 000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3 Bedrooms,2 Bathrooms
"The Hamstead, Desa Tun Razak (Bandar Tasik Selatan)",RM 439 000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
"[MURAH] Tasik Height Apartment, Bandar Tasik Selatan, Cheras - fast !",RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
TASIK HEIGHT APARTMENT TASIK SELATAN NICE UNIT 850sf 100% FULL LOAN,RM 250 000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"BELOW MARKET VALUE! Tasik Height Apartment, Cheras",RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
CHEAP! BELOW MV! Tasik Heights Apartment Bandar Tasik Selatan,RM 270 000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
