State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Pahang,N.10,DAMAK,USTAZ ZURIDAN M. DAUD,PAS,"8,444","19,827",42.59%,1,L,MNG,0
Pahang,N.10,DAMAK,WONG CHUN YUAN,PKR,"6,988","19,827",35.24%,0,L,KLH,0
Pahang,N.11,PULAU TAWAR,DATO' NAZRI NGAH,BN,"8,446","18,278",46.21%,1,L,MNG,0
Pahang,N.11,PULAU TAWAR,USTAZ AHMAD NAAWI,PAS,"7,859","18,278",43.00%,0,L,KLH,0
Pahang,N.11,PULAU TAWAR,DR JAMALUDDIN HJ ABD RAHIM,PKR,"1,973","18,278",10.79%,0,L,HD,0
Pahang,N.12,BESERAH,ANDANSURA RABU,PAS,"12,239","31,905",38.36%,1,L,MNG,TIADA
Pahang,N.12,BESERAH,DATO' SUHAIMI SULONG,BN,"8,732","31,905",27.37%,0,L,KLH,KONTRAKTOR
Pahang,N.12,BESERAH,HAJI ZULKIFLI MOHAMED,PKR,"10,934","31,905",34.27%,0,L,KLH,PENIAGA
Pahang,N.13,SEMAMBU,LEE CHEAN CHUNG,PKR,"14,991","31,794",47.15%,1,L,MNG,0
Pahang,N.13,SEMAMBU,MOHD YUSOF HASHIM,PAS,"9,480","31,794",29.82%,0,L,KLH,TIADA
Pahang,N.13,SEMAMBU,QUEK TAI SEONG,BN,"7,323","31,794",23.03%,0,L,KLH,PENGURUS SYARIKAT
Pahang,N.14,TERUNTUM,SIM CHON SIANG,PKR,"12,227","19,768",61.85%,1,L,MNG,0
Pahang,N.14,TERUNTUM,TEE CHOON SER @ MISTY,BN,"4,502","19,768",22.77%,0,P,KLH,TIADA
Pahang,N.14,TERUNTUM,HAJJAH AZIZAH BINTI MOHD ALI,PAS,"3,039","19,768",15.37%,0,P,KLH,0
Pahang,N.15,TANJUNG LUMPUR,HAJAH SABRINA MD YUSOFF,PKR,"5,622","20,679",27.19%,0,P,KLH,0
Pahang,N.15,TANJUNG LUMPUR,USTAZ ROSLI BIN ABDUL JABAR,PAS,"8,198","20,679",39.64%,1,L,MNG,0
Pahang,N.15,TANJUNG LUMPUR,T. ZULKIFLY BIN T. AHMAD,BN,"6,859","20,679",33.17%,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.16,INDERAPURA,DR. WAN MASERI BINTI WAN MOHD,PAS,"3,403","10,777",31.58%,0,P,KLH,PESARA
Pahang,N.16,INDERAPURA,HAJI FAKHRUL ANUAR BIN ZULKAWI,PKR,"1,806","10,777",16.76%,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.16,INDERAPURA,DATO' SRI HAJI SHAFIK FAUZAN BIN SHARIF,BN,"5,568","10,777",51.67%,1,L,MNG,TIADA
Pahang,N.17,SUNGAI LEMBING,FAUZI BIN ABDUL RAHMAN,PKR,"2,687","11,591",23.18%,0,L,KLH,0
Pahang,N.17,SUNGAI LEMBING,DATO' HJ MD SOHAIMI BIN HJ MOHAMED SHAH,BN,"5,436","11,591",46.90%,1,L,MNG,0
Pahang,N.17,SUNGAI LEMBING,USTAZ MOHAMAD HAZMI DIBOK,PAS,"3,468","11,591",29.92%,0,L,KLH,0
Pahang,N.18,LEPAR,NUR ADDIN IBRAHIM,PKR,"3,721","13,790",26.98%,0,L,KLH,0
Pahang,N.18,LEPAR,MOHD NOR HISAM BIN MUHAMMAD,PAS,"3,569","13,790",25.88%,0,L,KLH,0
Pahang,N.18,LEPAR,ABD RAHIM BIN MUDA,BN,"6,500","13,790",47.14%,1,L,MNG,PESARA
Pahang,N.19,PANCHING,DATO' HJ. MOHD ZAILI BIN HJ. BESAR,BN,"7,008","18,683",37.51%,0,L,KLH,0
Pahang,N.19,PANCHING,KAMARZAMAN MOHAMED YUNUS,PKR,"4,490","18,683",24.03%,0,L,KLH,0
Pahang,N.19,PANCHING,USTAZ MOHD TARMIZI YAHAYA,PAS,"7,143","18,683",38.23%,1,L,MNG,0
Pahang,N.19,PANCHING,BENZIN,BEBAS - CINCIN,42,"18,683",0.22%,0,L,HD,0
Pahang,N.20,PULAU MANIS,KAPT (B) ZAINUDDIN BIN NOH,PAS,"5,948","16,331",36.42%,0,L,KLH,0
Pahang,N.20,PULAU MANIS,DATO' KHAIRUDDIN BIN MAHMUD,BN,"8,282","16,331",50.71%,1,L,MNG,PESARA
Pahang,N.20,PULAU MANIS,ABU BAKAR BIN LEBAI SUDIN,PKR,"2,101","16,331",12.87%,0,L,KLH,0
Pahang,N.21,PERAMU JAYA,DATO HJ SALIM BIN HJ ABD MAJID,PKR,"2,644","26,328",10.04%,0,L,HD,0
Pahang,N.21,PERAMU JAYA,DATO' SRI SH MOHMED PUZI,BN,"15,433","26,328",58.62%,1,L,MNG,PESARA
Pahang,N.21,PERAMU JAYA,USTAZ ABU KASSIM,PAS,"8,251","26,328",31.34%,0,L,KLH,0
Pahang,N.22,BEBAR,MOHAMMAD FAKHRUDDIN BIN MOHD ARIFF,BN,"8,172","11,592",70.50%,1,L,MNG,0
Pahang,N.22,BEBAR,AFIF SYAIROL BIN ABDUL RAHIM,PKR,968,"11,592",8.35%,0,L,HD,0
Pahang,N.22,BEBAR,NAZHAR OTHMAN,PAS,"2,452","11,592",21.15%,0,L,KLH,TIADA
Pahang,N.23,CHINI,MOHAMAD RAZALI ITHNAIN,PKR,"1,065","16,497",6.46%,0,L,HD,0
Pahang,N.23,CHINI,DATO' SRI ABU BAKAR BIN HARUN,BN,"10,027","16,497",60.78%,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI
Pahang,N.23,CHINI,USTAZ MOHD FADHIL NOOR,PAS,"5,405","16,497",32.76%,0,L,KLH,0
Pahang,N.24,LUIT,MOHD SOFIAN BIN ABD JALIL,PAS,"4,238","9,786",43.31%,1,L,MNG,0
Pahang,N.24,LUIT,PN.NURHIDAYAH SHAHAIMI,BN,"3,966","9,786",40.53%,0,P,KLH,0
Pahang,N.24,LUIT,ROSLI BIN AMIN,PKR,"1,582","9,786",16.17%,0,L,KLH,0
Pahang,N.25,KUALA SENTUL,HAJI BOSTAMIN,PKR,"1,299","10,342",12.56%,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.25,KUALA SENTUL,DATO' SRI SHAHANIZA BT SHAMSUDDIN,BN,"5,541","10,342",53.58%,1,P,MNG,0
Pahang,N.25,KUALA SENTUL,FAZIL AZMI BIN NADZRI,PAS,"3,502","10,342",33.86%,0,L,KLH,USAHAWAN
Pahang,N.26,CHENOR,USTAZ MUJIBUR RAHMAN BIN ISHAK,PAS,"6,016","12,553",47.92%,1,L,MNG,0
Pahang,N.26,CHENOR,DATO' ARIFIN BIN AWANG ISMAIL,BN,"5,502","12,553",43.83%,0,L,KLH,0
Pahang,N.26,CHENOR,ZULIANA BINTI MOHAMED,PKR,"1,035","12,553",8.25%,0,P,HD,0
Pahang,N.27,JENDERAK,HAJI ABDULLAH BIN YUSOH,PAS,"2,500","8,335",29.99%,0,L,KLH,0
Pahang,N.27,JENDERAK,FAIZAH BAHAROM,PKR,"1,622","8,335",19.46%,0,P,KLH,0
Pahang,N.27,JENDERAK,DATO' SRI HJ. MOHAMED BIN HJ. JAAFAR,BN,"4,213","8,335",50.55%,1,L,MNG,0
Pahang,N.28,KERDAU,USTAZ AIREROSHAIRI BIN ROSLAN,PAS,"3,321","9,874",33.63%,0,L,KLH,0
Pahang,N.28,KERDAU,CIKGU ADNAN @ CIKGU ALANG,PKR,"1,298","9,874",13.15%,0,L,KLH,0
Pahang,N.28,KERDAU,USTAZ SYED IBRAHIM BIN SYED AHMAD,BN,"5,255","9,874",53.22%,1,L,MNG,0
Pahang,N.29,JENGKA,USTAZ HAJI SHAHRIL AZMAN BIN ABD HALIM AL HAFIZ,PAS,"10,111","20,131",50.23%,1,L,MNG,0
Pahang,N.29,JENGKA,DATO' HAJI WAN SALMAN BIN HAJI WAN ISMAIL,BN,"8,298","20,131",41.22%,0,L,KLH,0
Pahang,N.29,JENGKA,HAJI JALANI LUDIN,PKR,"1,722","20,131",8.55%,0,L,HD,0
Pahang,N.30,MENTAKAB,ABIRERAH AWANG CHIK,PAS,"4,718","20,769",22.72%,0,L,KLH,0
Pahang,N.30,MENTAKAB,CHUAH BOON SEONG,BEBAS - KUNCI,956,"20,769",4.60%,0,L,HD,0
Pahang,N.30,MENTAKAB,DATO' WONG TAT CHEE,BN,"4,548","20,769",21.90%,0,L,KLH,0
Pahang,N.30,MENTAKAB,WOO CHEE WAN,PKR,"10,547","20,769",50.78%,1,L,MNG,0
Pahang,N.31,LANCHANG,HAJI ABAS AWANG,PKR,"5,099","18,839",27.07%,0,L,KLH,0
Pahang,N.31,LANCHANG,DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN,BN,"8,824","18,839",46.84%,1,L,MNG,0
Pahang,N.31,LANCHANG,KHAIDIR AHMAD,BEBAS - GAJAH,80,"18,839",0.42%,0,L,HD,0
Pahang,N.31,LANCHANG,HASAN BIN OMAR,PAS,"4,836","18,839",25.67%,0,L,KLH,0
Pahang,N.32,KUALA SEMANTAN,SYED HAMID B SYED MOHAMED,PKR,"6,095","21,381",28.51%,0,L,KLH,0
Pahang,N.32,KUALA SEMANTAN,DATO' NOR AZMI BIN MAT LUDIN,BN,"7,880","21,381",36.86%,1,L,MNG,0
Pahang,N.32,KUALA SEMANTAN,HASSANUDDIN SALIM,PAS,"7,406","21,381",34.64%,0,L,KLH,0
Pahang,N.33,BILUT,LEE CHIN CHEN,PKR,"8,798","15,801",55.68%,1,L,MNG,0
Pahang,N.33,BILUT,POO MUN HOONG,BN,"5,059","15,801",32.02%,0,L,KLH,TIADA
Pahang,N.33,BILUT,MOHD ZAMRI BIN NONG,PAS,"1,944","15,801",12.30%,0,L,HD,0
Pahang,N.34,KETARI,YOUNG SYEFURA BINTI OTHMAN,PKR,"9,873","19,296",51.17%,1,P,MNG,0
Pahang,N.34,KETARI,LAU HOI KEONG,BN,"6,163","19,296",31.94%,0,L,KLH,PENIAGA
Pahang,N.34,KETARI,USTAZ ROSLAN MD ESA,PAS,"3,260","19,296",16.89%,0,L,KLH,0
Pahang,N.35,SABAI,DATO' R.GOONASAKAREN,BN,"3,879","9,706",39.96%,0,L,KLH,PESARA
Pahang,N.35,SABAI,KAMACHE,PKR,"4,374","9,706",45.06%,1,P,MNG,TIADA
Pahang,N.35,SABAI,T. KARUNANEETHI,BEBAS - IKAN,145,"9,706",1.49%,0,L,HD,0
Pahang,N.35,SABAI,MOHD KHAIRUDDIN BIN ABDULLAH,PAS,"1,308","9,706",13.48%,0,L,KLH,0
Pahang,N.36,PELANGAI,ZAHARIM BIN OSMAN,PAS,"1,817","10,325",17.60%,0,L,KLH,0
Pahang,N.36,PELANGAI,DATO' SRI DIRAJA ADNAN BIN YAAKOB,BN,"5,410","10,325",52.40%,1,L,MNG,MENTERI BESAR PAHANG
Pahang,N.36,PELANGAI,CIKGU NOR HAIZAN @ CIKGU ENAB,PKR,"3,098","10,325",30.00%,0,P,KLH,0
Pahang,N.37,GUAI,MOHD SHAHRUL BIN MOHAMED,PAS,"4,852","15,546",31.21%,0,L,KLH,SENDIRI
Pahang,N.37,GUAI,MAJDIL FAUZI ABD AZIZ,PKR,"2,547","15,546",16.38%,0,L,KLH,TIADA
Pahang,N.37,GUAI,NOROL AZALI BIN SULAIMAN,BN,"8,147","15,546",52.41%,1,L,MNG,0
Pahang,N.38,TRIANG,LEONG YU MAN,PKR,"11,222","15,990",70.18%,1,P,MNG,TIADA
Pahang,N.38,TRIANG,TAN TIN LOON,BN,"4,768","15,990",29.82%,0,L,KLH,0
Pahang,N.39,KEMAYAN,BOB MANOLAN,PKR,"3,812","15,507",24.58%,0,L,KLH,TIADA
Pahang,N.39,KEMAYAN,USTAZ MD YUSOF BIN CHE DIN,PAS,"3,265","15,507",21.06%,0,L,KLH,PESARA
Pahang,N.39,KEMAYAN,MOHD FADIL BIN OSMAN,BN,"8,430","15,507",54.36%,1,L,MNG,0
Pahang,N.40,BUKIT IBAM,SAMSIAH BINTI ARSHAD,BN,"9,448","18,544",50.95%,1,P,MNG,PENGARAH SYARIKAT
Pahang,N.40,BUKIT IBAM,USTAZ NAZRI BIN AHMAD,PAS,"6,970","18,544",37.59%,0,L,KLH,TIADA
Pahang,N.40,BUKIT IBAM,ZULKURNAIN BIN MOHAMAD RIDZUAN,PKR,"2,126","18,544",11.46%,0,L,HD,-
Pahang,N.41,MUADZAM SHAH,RAMLI BIN AWANG AHMAT,PAS,"4,241","16,103",26.34%,0,L,KLH,TIADA
Pahang,N.41,MUADZAM SHAH,CIKGU OSMAN BAKAR,PKR,"2,781","16,103",17.27%,0,L,KLH,0
Pahang,N.41,MUADZAM SHAH,RAZALI BIN KASSIM,BN,"9,081","16,103",56.39%,1,L,MNG,JURUTERA
Pahang,N.42,TIOMAN,MD YUNUS BIN RAMLI,PAS,"5,382","15,131",35.57%,0,L,KLH,BERNIAGA
Pahang,N.42,TIOMAN,IMAM ZUL,BEBAS - PEN,58,"15,131",0.38%,0,L,HD,BERNIAGA
Pahang,N.42,TIOMAN,CIKGU SAZILI MOHD NOR,PKR,"3,029","15,131",20.02%,0,L,KLH,-
Pahang,N.42,TIOMAN,MOHD JOHARI BIN HUSSAIN,BN,"6,662","15,131",44.03%,1,L,MNG,-
Pulau Pinang,N.01,PENAGA,USTAZ YUSNI,PAS,"8,530","15,928",53.55%,1,L,MNG,0
Pulau Pinang,N.01,PENAGA,MOHD ZAIN BIN AHMAD,BN,"7,398","15,928",46.45%,0,L,KLH,0
Pulau Pinang,N.02,BERTAM,KHALIQ MEHTAB BIN MOHD ISHAQ,PKR,"6,485","15,739",41.20%,1,L,MNG,0
Pulau Pinang,N.02,BERTAM,MOKHTAR BIN RAMLY,PAS,"2,986","15,739",18.97%,0,L,KLH,0
Pulau Pinang,N.02,BERTAM,SHARIFUL AZHAR BIN OTHMAN,BN,"6,268","15,739",39.82%,0,L,KLH,0
Pulau Pinang,N.03,PINANG TUNGGAL,DATO' IR. ZAKIYUDDIN,PKR,"7,754","20,003",38.76%,1,L,MNG,0
Pulau Pinang,N.03,PINANG TUNGGAL,BUKHORI BIN GHAZALI,PAS,"4,622","20,003",23.11%,0,L,KLH,0
Pulau Pinang,N.03,PINANG TUNGGAL,DATO' ROSLAN BIN SAIDIN,BN,"7,627","20,003",38.13%,0,L,KLH,0
Pulau Pinang,N.04,PERMATANG BERANGAN,NOR HAFIZAH BINTI OTHMAN,BN,"6,870","18,139",37.87%,1,P,MNG,0
Pulau Pinang,N.04,PERMATANG BERANGAN,AZMAN SHAH BIN OTHMAN,PRM,24,"18,139",0.13%,0,L,HD,0
Pulau Pinang,N.04,PERMATANG BERANGAN,PAKCIK SOBRI,PAS,"6,224","18,139",34.31%,0,L,KLH,0
Pulau Pinang,N.04,PERMATANG BERANGAN,DATO' SERI MOHD. SHARIFF BIN OMAR,PKR,"5,021","18,139",27.68%,0,L,KLH,0
Pulau Pinang,N.05,SUNGAI DUA,CIKGU HADI,PAS,"5,380","17,809",30.21%,0,L,KLH,0
Pulau Pinang,N.05,SUNGAI DUA,MUHAMAD YUSOFF MOHD NOOR,BN,"7,314","17,809",41.07%,1,L,MNG,0
Pulau Pinang,N.05,SUNGAI DUA,YUSRI BIN ISAHAK,PKR,"5,115","17,809",28.72%,0,L,KLH,0
Pulau Pinang,N.06,TELOK AYER TAWAR,USTAZ HANIF HARON,PAS,"3,900","15,929",24.48%,0,L,KLH,0
Pulau Pinang,N.06,TELOK AYER TAWAR,MUSTAFA KAMAL,PKR,"7,072","15,929",44.40%,1,L,MNG,0
Pulau Pinang,N.06,TELOK AYER TAWAR,LEE THIAN HONG,PRM,88,"15,929",0.55%,0,L,HD,0
Pulau Pinang,N.06,TELOK AYER TAWAR,ZAMRI BIN CHE ROS,BN,"4,869","15,929",30.57%,0,L,KLH,0
Pulau Pinang,N.07,SUNGAI PUYU,TAN LAY HOCK,PRM,101,"24,072",0.42%,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,NEOH BOK KENG,MU,79,"24,072",0.33%,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,LIM HAI SONG,BN,"2,136","24,072",8.87%,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,PHEE BOON POH,PKR,"21,705","24,072",90.17%,1,L,MNG,0
Pulau Pinang,N.07,SUNGAI PUYU,ONG YIN YIN,PFP,51,"24,072",0.21%,0,P,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,TEOH CHAI DENG,PRM,74,"21,242",0.35%,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,SOON LIP CHEE,PKR,"18,134","21,242",85.37%,1,L,MNG,0
Pulau Pinang,N.08,BAGAN JERMAL,HARI DEVYNDRAN A/L MUNISWARAN,MU,106,"21,242",0.50%,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,FABIAN GEORGE ALBART,PFP,30,"21,242",0.14%,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,ANG CHOR KEONG,BN,"2,898","21,242",13.64%,0,L,KLH,0
Pulau Pinang,N.09,BAGAN DALAM,TEOH UAT LYE,MU,51,"14,751",0.35%,0,L,HD,0
Pulau Pinang,N.09,BAGAN DALAM,J. DHINAGARAN,BN,"3,918","14,751",26.56%,0,L,KLH,0
Pulau Pinang,N.09,BAGAN DALAM,SATEES A/L MUNIANDY,PKR,"10,701","14,751",72.54%,1,L,MNG,0
Pulau Pinang,N.09,BAGAN DALAM,TEOH HUCK PING,PRM,45,"14,751",0.31%,0,L,HD,0
Pulau Pinang,N.09,BAGAN DALAM,JASPER OOI ZONG HAN,PFP,36,"14,751",0.24%,0,L,HD,0
Pulau Pinang,N.10,SEBERANG JAYA,ABU BAKAR SIDEKH BIN ZAINUL ABIDIN,BN,"8,593","30,147",28.50%,0,L,KLH,0
Pulau Pinang,N.10,SEBERANG JAYA,HJ AHMAD RAFAEI BIN DATO IR A RASHID,PAS,"5,540","30,147",18.38%,0,L,KLH,0
Pulau Pinang,N.10,SEBERANG JAYA,DR. AFIF BAHARDIN,PKR,"16,014","30,147",53.12%,1,L,MNG,0
Pulau Pinang,N.11,PERMATANG PASIR,FAIZ FADZIL,PKR,"9,708","21,414",45.33%,1,L,MNG,0
Pulau Pinang,N.11,PERMATANG PASIR,USTAZ MUHAMMAD FAUZI BIN YUSOFF,PAS,"6,727","21,414",31.41%,0,L,KLH,0
Pulau Pinang,N.11,PERMATANG PASIR,ANUAR FAISAL BIN YAHAYA,BN,"4,979","21,414",23.25%,0,L,KLH,0
Pulau Pinang,N.12,PENANTI,SUHAIMI BIN SABUDIN,BN,"5,277","18,289",28.85%,0,L,KLH,0
Pulau Pinang,N.12,PENANTI,HJH DR NORLELA ARIFFIN,PKR,"8,221","18,289",44.95%,1,P,MNG,0
Pulau Pinang,N.12,PENANTI,USTAZ MUHAMMAD FAWWAZ BIN MOHAMAD JAN,PAS,"4,791","18,289",26.20%,0,L,KLH,0
Pulau Pinang,N.13,BERAPIT,HENG LEE LEE,PKR,"18,378","19,964",92.06%,1,P,MNG,0
Pulau Pinang,N.13,BERAPIT,LEE POH KONG,PFP,105,"19,964",0.53%,0,L,HD,0
Pulau Pinang,N.13,BERAPIT,GOH SWEE GIM,BN,"1,397","19,964",7.00%,0,P,HD,0
Pulau Pinang,N.13,BERAPIT,SONG CHEE MENG,PRM,84,"19,964",0.42%,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,LEE KHAI LOON,PKR,"21,819","31,630",68.98%,1,L,MNG,0
Pulau Pinang,N.14,MACHANG BUBUK,TANG AH BA,PRM,53,"31,630",0.17%,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,LIM JHUN HOU,MU,28,"31,630",0.09%,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,TAN TEIK CHENG,BN,"4,658","31,630",14.73%,0,L,KLH,0
Pulau Pinang,N.14,MACHANG BUBUK,MD JAMIL ABD RAHMAN,PAS,"5,072","31,630",16.04%,0,L,KLH,0
Pulau Pinang,N.15,PADANG LALANG,CHONG ENG,PKR,"20,764","23,419",88.66%,1,P,MNG,0
Pulau Pinang,N.15,PADANG LALANG,LIEW EE JIN,PFP,101,"23,419",0.43%,0,L,HD,0
Pulau Pinang,N.15,PADANG LALANG,KUAN HIN YEEP,BN,"2,400","23,419",10.25%,0,L,HD,0
Pulau Pinang,N.15,PADANG LALANG,LAI YEAN NEE,PRM,154,"23,419",0.66%,0,P,HD,0
Pulau Pinang,N.16,PERAI,OOI KHAR GIAP,PFP,104,"13,634",0.76%,0,L,HD,0
Pulau Pinang,N.16,PERAI,M. SURESH,BN,"2,194","13,634",16.09%,0,L,KLH,0
Pulau Pinang,N.16,PERAI,R.KUMARY,BEBAS - JAM,23,"13,634",0.17%,0,P,HD,0
Pulau Pinang,N.16,PERAI,ASOGHAN A/L GOVINDARAJU,PAP,33,"13,634",0.24%,0,L,HD,0
Pulau Pinang,N.16,PERAI,SAMUGANATHAN A/L MUNIANDY,PRM,37,"13,634",0.27%,0,L,HD,0
Pulau Pinang,N.16,PERAI,PROF. P.RAMASAMY,PKR,"11,243","13,634",82.46%,1,L,MNG,0
Pulau Pinang,N.17,BUKIT TENGAH,GOOI HSIAO-LEUNG,PKR,"12,535","18,947",66.16%,1,L,MNG,0
Pulau Pinang,N.17,BUKIT TENGAH,EDWARD JOSEPH,PFP,27,"18,947",0.14%,0,L,HD,0
Pulau Pinang,N.17,BUKIT TENGAH,DR. THOR TEONG GEE,BN,"3,977","18,947",20.99%,0,L,KLH,0
Pulau Pinang,N.17,BUKIT TENGAH,TANG HIANG LYE,PRM,53,"18,947",0.28%,0,L,HD,0
Pulau Pinang,N.17,BUKIT TENGAH,NORAZMAN BIN ISHAK,PAS,"2,355","18,947",12.43%,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,ONG SEONG LU,PFP,54,"22,154",0.24%,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,GOH B. KOON,PRM,117,"22,154",0.53%,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,HARTINI TAN,BN,"3,184","22,154",14.37%,0,P,KLH,0
Pulau Pinang,N.18,BUKIT TAMBUN,GOH CHOON AIK,PKR,"18,064","22,154",81.54%,1,L,MNG,0
Pulau Pinang,N.18,BUKIT TAMBUN,KUMARAVELU A/L ARUMUGAM,PAS,735,"22,154",3.32%,0,L,HD,0
Pulau Pinang,N.19,JAWI,TAN BENG HUAT,PAP,309,"22,345",1.38%,0,L,HD,0
Pulau Pinang,N.19,JAWI,DR. KIEW HEN CHONG,BN,"4,188","22,345",18.74%,0,L,KLH,0
Pulau Pinang,N.19,JAWI,DAPHNE,PFP,73,"22,345",0.33%,0,P,HD,0
Pulau Pinang,N.19,JAWI,H'NG MOOI LYE,PKR,"17,559","22,345",78.58%,1,L,MNG,0
Pulau Pinang,N.19,JAWI,TAN CHEW SUAN,PRM,51,"22,345",0.23%,0,P,HD,0
Pulau Pinang,N.19,JAWI,KOAY XING BOON,MU,165,"22,345",0.74%,0,L,HD,0
Pulau Pinang,N.20,SUNGAI BAKAP,TAN CHOW KANG,PRM,55,"22,795",0.24%,0,L,HD,0
Pulau Pinang,N.20,SUNGAI BAKAP,USTAZ OSMAN BIN JAAFAR,PAS,"4,316","22,795",18.93%,0,L,KLH,0
Pulau Pinang,N.20,SUNGAI BAKAP,DR AMAR PRITPAL BIN ABDULLAH,PKR,"10,386","22,795",45.56%,1,L,MNG,0
Pulau Pinang,N.20,SUNGAI BAKAP,DATO MOHAMED SANI BAKAR,BN,"8,038","22,795",35.26%,0,L,KLH,0
Pulau Pinang,N.21,SUNGAI ACHEH,ZULKIFLI BIN IBRAHIM,PKR,"7,486","16,939",44.19%,1,L,MNG,0
Pulau Pinang,N.21,SUNGAI ACHEH,DATO MAHMUD ZAKARIA,BN,"7,070","16,939",41.74%,0,L,KLH,0
Pulau Pinang,N.21,SUNGAI ACHEH,NOR ZAMRI BIN LATIFF,PAS,"2,383","16,939",14.07%,0,L,KLH,0
Pulau Pinang,N.22,TANJONG BUNGA,MARVIN LEE ZHENG YONG,MU,74,"17,343",0.43%,0,L,HD,0
Pulau Pinang,N.22,TANJONG BUNGA,CHUA CHEONG WEE,PRM,122,"17,343",0.70%,0,L,HD,0
Pulau Pinang,N.22,TANJONG BUNGA,ZAIRIL KHIR JOHARI,PKR,"13,245","17,343",76.37%,1,L,MNG,0
Pulau Pinang,N.22,TANJONG BUNGA,TENG CHANG YEOW,BN,"3,902","17,343",22.50%,0,L,KLH,0
Pulau Pinang,N.23,AIR PUTIH,LIM GUAN ENG,PKR,"9,362","10,936",85.61%,1,L,MNG,0
Pulau Pinang,N.23,AIR PUTIH,TANG HEAP SENG,BN,"1,404","10,936",12.84%,0,L,KLH,0
Pulau Pinang,N.23,AIR PUTIH,TAN GIN THEAM,MU,87,"10,936",0.80%,0,L,HD,0
Pulau Pinang,N.23,AIR PUTIH,MANIKANDAN A/L RAMAYAH,PCM,83,"10,936",0.76%,0,L,HD,0
Pulau Pinang,N.24,KEBUN BUNGA,OOI ZHI YI,BN,"2,254","17,215",13.09%,0,L,KLH,0
Pulau Pinang,N.24,KEBUN BUNGA,WU KAI MIN,MU,110,"17,215",0.64%,0,L,HD,0
Pulau Pinang,N.24,KEBUN BUNGA,JASON ONG KHAN LEE,PKR,"14,851","17,215",86.27%,1,L,MNG,0
Pulau Pinang,N.25,PULAU TIKUS,JASON LOO JIEH SHENG,BN,"2,434","14,188",17.16%,0,L,KLH,0
Pulau Pinang,N.25,PULAU TIKUS,WEE KEAN WAI,MU,75,"14,188",0.53%,0,L,HD,0
Pulau Pinang,N.25,PULAU TIKUS,LEE CHUN KIT,PKR,"11,679","14,188",82.32%,1,L,MNG,0
Pulau Pinang,N.26,PADANG KOTA,H'NG KHOON LENG,BN,"1,470","10,819",13.59%,0,L,KLH,0
Pulau Pinang,N.26,PADANG KOTA,GOH SAIK WEI,MU,71,"10,819",0.66%,0,L,HD,0
Pulau Pinang,N.26,PADANG KOTA,CHOW KON YEOW,PKR,"9,278","10,819",85.76%,1,L,MNG,0
Pulau Pinang,N.27,PENGKALAN KOTA,LIM SWEE BOK,BN,"1,647","16,921",9.73%,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,CHEW SENG TUNG,PRM,68,"16,921",0.40%,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,GOOI ZI SEN,PKR,"15,037","16,921",88.87%,1,L,MNG,0
Pulau Pinang,N.27,PENGKALAN KOTA,RAGINDRAN A/L SIVASAMY,BEBAS - KUNCI,87,"16,921",0.51%,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,KOAY TENG LYE,MU,82,"16,921",0.48%,0,L,HD,0
Pulau Pinang,N.28,KOMTAR,ONG CHUN JIET,MU,85,"11,948",0.71%,0,L,HD,0
Pulau Pinang,N.28,KOMTAR,TEH LAI HENG,PKR,"10,113","11,948",84.64%,1,L,MNG,0
Pulau Pinang,N.28,KOMTAR,TAN HING TEIK,BN,"1,750","11,948",14.65%,0,L,KLH,0
Pulau Pinang,N.29,DATOK KERAMAT,JAGDEEP SINGH DEO A/L KARPAL SINGH,PKR,"13,712","18,221",75.25%,1,L,MNG,0
Pulau Pinang,N.29,DATOK KERAMAT,LEE BOON TEN,BN,"4,151","18,221",22.78%,0,L,KLH,0
Pulau Pinang,N.29,DATOK KERAMAT,LIM BOO CHANG,MU,194,"18,221",1.06%,0,L,HD,0
Pulau Pinang,N.29,DATOK KERAMAT,NICHOLAS DIANE,PFP,18,"18,221",0.10%,0,L,HD,0
