Year,Quarter,Blocks of countries,Category,Countries,Credit RM million,Debit RM million,Net RM million
2016,4Q,Southeast Asia,Total Southeast Asia,Total Country,6372,4233,2139
2017,1Q,East Asia,of which,"China, People's Republic of",3127,591,2536
2017,1Q,East Asia,of which,"Hong Kong, SAR",2468,823,1645
2017,1Q,East Asia,of which,Japan,4534,2076,2458
2017,1Q,East Asia,of which,"Korea, Republic of",1192,580,612
2017,1Q,East Asia,of which,Taiwan,267,74,193
2017,1Q,East Asia,Total East Asia,Total Country,11608,4167,7441
2017,1Q,Europe,of which,Denmark,122,37,86
2017,1Q,Europe,of which,France,439,312,127
2017,1Q,Europe,of which,Germany,996,362,634
2017,1Q,Europe,of which,Luxembourg,-4,37,-41
2017,1Q,Europe,of which,Netherlands,3872,2702,1170
2017,1Q,Europe,of which,Switzerland,1100,436,664
2017,1Q,Europe,of which,United Kingdom,3547,444,3102
2017,1Q,Europe,Total Europe,Total Country,11873,5106,6767
2017,1Q,Latin America,of which,Bermuda,338,52,286
2017,1Q,Latin America,of which,Cayman Islands,421,38,383
2017,1Q,Latin America,of which,Virgin Islands (British),120,50,70
2017,1Q,Latin America,Total Latin America,Total Country,5302,3820,1482
2017,1Q,North America,of which,United States,4258,6362,-2104
2017,1Q,North America,Total North America,Total Country,4403,6466,-2063
2017,1Q,Oceania,of which,Australia,-200,217,-417
2017,1Q,Oceania,Total Oceania,Total Country,-184,256,-439
2017,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,2328,339,1989
2017,1Q,Southeast Asia,of which,Singapore,4994,3611,1383
2017,1Q,Southeast Asia,of which,Thailand,703,146,557
2017,1Q,Southeast Asia,Total Southeast Asia,Total Country,6434,4373,2061
2017,2Q,East Asia,of which,"China, People's Republic of",3044,743,2302
2017,2Q,East Asia,of which,"Hong Kong, SAR",1343,753,590
2017,2Q,East Asia,of which,Japan,3457,2294,1162
2017,2Q,East Asia,of which,"Korea, Republic of",461,812,-352
2017,2Q,East Asia,of which,Taiwan,601,543,58
2017,2Q,East Asia,Total East Asia,Total Country,8928,5172,3756
2017,2Q,Europe,of which,Denmark,72,13,59
2017,2Q,Europe,of which,France,200,374,-174
2017,2Q,Europe,of which,Germany,1514,447,1067
2017,2Q,Europe,of which,Luxembourg,768,66,702
2017,2Q,Europe,of which,Netherlands,4567,5931,-1365
2017,2Q,Europe,of which,Switzerland,359,954,-595
2017,2Q,Europe,of which,United Kingdom,1275,196,1078
2017,2Q,Europe,Total Europe,Total Country,8970,8660,309
2017,2Q,Latin America,of which,Bermuda,555,49,506
2017,2Q,Latin America,of which,Cayman Islands,330,11,319
2017,2Q,Latin America,of which,Virgin Islands (British),274,96,178
2017,2Q,Latin America,Total Latin America,Total Country,2109,813,1296
2017,2Q,North America,of which,United States,4095,2174,1920
2017,2Q,North America,Total North America,Total Country,4155,2235,1920
2017,2Q,Oceania,of which,Australia,321,283,38
2017,2Q,Oceania,Total Oceania,Total Country,459,307,151
2017,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,886,482,405
2017,2Q,Southeast Asia,of which,Singapore,4528,4055,473
2017,2Q,Southeast Asia,of which,Thailand,211,211,0
2017,2Q,Southeast Asia,Total Southeast Asia,Total Country,5392,4566,826
2017,3Q,East Asia,of which,"China, People's Republic of",1785,766,1019
2017,3Q,East Asia,of which,"Hong Kong, SAR",5169,1704,3465
2017,3Q,East Asia,of which,Japan,2677,2258,419
2017,3Q,East Asia,of which,"Korea, Republic of",633,116,517
2017,3Q,East Asia,of which,Taiwan,275,180,95
2017,3Q,East Asia,Total East Asia,Total Country,10549,5032,5517
2017,3Q,Europe,of which,Denmark,33,91,-58
2017,3Q,Europe,of which,France,719,215,504
2017,3Q,Europe,of which,Germany,1595,948,648
2017,3Q,Europe,of which,Luxembourg,554,99,455
2017,3Q,Europe,of which,Netherlands,4570,4315,255
2017,3Q,Europe,of which,Switzerland,889,228,661
2017,3Q,Europe,of which,United Kingdom,1470,504,966
2017,3Q,Europe,Total Europe,Total Country,11054,7500,3554
2017,3Q,Latin America,of which,Bermuda,345,197,148
2017,3Q,Latin America,of which,Cayman Islands,2947,375,2572
2017,3Q,Latin America,of which,Virgin Islands (British),447,164,283
2017,3Q,Latin America,Total Latin America,Total Country,12854,10441,2413
2017,3Q,North America,of which,United States,2984,2970,14
2017,3Q,North America,Total North America,Total Country,3220,3321,-101
2017,3Q,Oceania,of which,Australia,285,519,-233
2017,3Q,Oceania,Total Oceania,Total Country,483,570,-87
2017,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,884,3613,-2729
2017,3Q,Southeast Asia,of which,Singapore,8323,5987,2336
2017,3Q,Southeast Asia,of which,Thailand,406,292,114
2017,3Q,Southeast Asia,Total Southeast Asia,Total Country,10231,6730,3501
2017,4Q,East Asia,of which,"China, People's Republic of",1950,920,1030
2017,4Q,East Asia,of which,"Hong Kong, SAR",4184,1003,3181
2017,4Q,East Asia,of which,Japan,3078,2058,1020
2017,4Q,East Asia,of which,"Korea, Republic of",364,202,162
2017,4Q,East Asia,of which,Taiwan,1190,678,512
2017,4Q,East Asia,Total East Asia,Total Country,10819,4908,5911
2017,4Q,Europe,of which,Denmark,111,9,101
2017,4Q,Europe,of which,France,173,313,-140
2017,4Q,Europe,of which,Germany,2902,1543,1359
2017,4Q,Europe,of which,Luxembourg,999,943,56
2017,4Q,Europe,of which,Netherlands,4447,3818,629
2017,4Q,Europe,of which,Switzerland,-103,357,-459
2017,4Q,Europe,of which,United Kingdom,1369,1473,-105
2017,4Q,Europe,Total Europe,Total Country,10517,9416,1101
2017,4Q,Latin America,of which,Bermuda,476,343,134
2017,4Q,Latin America,of which,Cayman Islands,774,289,485
2017,4Q,Latin America,of which,Virgin Islands (British),221,127,93
2017,4Q,Latin America,Total Latin America,Total Country,1652,1958,-306
2017,4Q,North America,of which,United States,1610,6325,-4715
2017,4Q,North America,Total North America,Total Country,1733,6411,-4678
2017,4Q,Oceania,of which,Australia,378,1496,-1118
2017,4Q,Oceania,Total Oceania,Total Country,476,1561,-1085
2017,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,646,2233,-1587
2017,4Q,Southeast Asia,of which,Singapore,7320,5166,2154
2017,4Q,Southeast Asia,of which,Thailand,621,413,208
2017,4Q,Southeast Asia,Total Southeast Asia,Total Country,9015,5921,3094
2018,1Q,East Asia,of which,"China, People's Republic of",1244,898,346
2018,1Q,East Asia,of which,"Hong Kong, SAR",2175,1713,461
2018,1Q,East Asia,of which,Japan,3256,1676,1580
2018,1Q,East Asia,of which,"Korea, Republic of",331,142,189
2018,1Q,East Asia,of which,Taiwan,163,459,-296
2018,1Q,East Asia,Total East Asia,Total Country,7183,4890,2293
2018,1Q,Europe,of which,Denmark,89,110,-21
2018,1Q,Europe,of which,France,431,319,112
2018,1Q,Europe,of which,Germany,2720,1745,975
2018,1Q,Europe,of which,Luxembourg,279,112,167
2018,1Q,Europe,of which,Netherlands,4333,2981,1352
2018,1Q,Europe,of which,Switzerland,683,170,513
2018,1Q,Europe,of which,United Kingdom,1412,1162,250
2018,1Q,Europe,Total Europe,Total Country,11286,7351,3935
2018,1Q,Latin America,of which,Bermuda,715,250,465
2018,1Q,Latin America,of which,Cayman Islands,-259,2630,-2889
2018,1Q,Latin America,of which,Virgin Islands (British),-317,181,-498
2018,1Q,Latin America,Total Latin America,Total Country,6992,6465,527
2018,1Q,North America,of which,United States,5046,2735,2310
2018,1Q,North America,Total North America,Total Country,5122,2890,2232
2018,1Q,Oceania,of which,Australia,512,343,170
2018,1Q,Oceania,Total Oceania,Total Country,625,420,205
2018,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1326,1528,-202
2018,1Q,Southeast Asia,of which,Singapore,6433,5622,811
2018,1Q,Southeast Asia,of which,Thailand,703,658,45
2018,1Q,Southeast Asia,Total Southeast Asia,Total Country,8466,6803,1664
2018,2Q,East Asia,of which,"China, People's Republic of",962,962,0
2018,2Q,East Asia,of which,"Hong Kong, SAR",5791,2078,3714
2018,2Q,East Asia,of which,Japan,2222,2080,141
2018,2Q,East Asia,of which,"Korea, Republic of",264,422,-159
2018,2Q,East Asia,of which,Taiwan,185,297,-112
2018,2Q,East Asia,Total East Asia,Total Country,9430,5860,3570
2018,2Q,Europe,of which,Denmark,-66,41,-107
2018,2Q,Europe,of which,France,213,217,-3
2018,2Q,Europe,of which,Germany,805,840,-35
2018,2Q,Europe,of which,Luxembourg,246,89,157
2018,2Q,Europe,of which,Netherlands,7373,9216,-1843
2018,2Q,Europe,of which,Switzerland,276,219,56
2018,2Q,Europe,of which,United Kingdom,2102,510,1592
2018,2Q,Europe,Total Europe,Total Country,11931,11872,59
2018,2Q,Latin America,of which,Bermuda,466,2418,-1953
2018,2Q,Latin America,of which,Cayman Islands,1864,606,1257
2018,2Q,Latin America,of which,Virgin Islands (British),143,151,-9
2018,2Q,Latin America,Total Latin America,Total Country,4027,4600,-573
2018,2Q,North America,of which,United States,3507,2195,1312
2018,2Q,North America,Total North America,Total Country,3563,2375,1188
2018,2Q,Oceania,of which,Australia,135,317,-181
2018,2Q,Oceania,Total Oceania,Total Country,232,356,-124
2018,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,1412,726,686
2018,2Q,Southeast Asia,of which,Singapore,5860,6429,-569
2018,2Q,Southeast Asia,of which,Thailand,547,330,218
2018,2Q,Southeast Asia,Total Southeast Asia,Total Country,7021,7090,-68
2018,3Q,East Asia,of which,"China, People's Republic of",964,724,240
2018,3Q,East Asia,of which,"Hong Kong, SAR",3349,2729,620
2018,3Q,East Asia,of which,Japan,2873,1953,921
2018,3Q,East Asia,of which,"Korea, Republic of",390,301,89
2018,3Q,East Asia,of which,Taiwan,175,103,72
2018,3Q,East Asia,Total East Asia,Total Country,7795,5842,1952
2018,3Q,Europe,of which,Denmark,313,115,198
2018,3Q,Europe,of which,France,248,172,77
2018,3Q,Europe,of which,Germany,1544,1481,62
2018,3Q,Europe,of which,Luxembourg,217,78,140
2018,3Q,Europe,of which,Netherlands,4065,4218,-153
2018,3Q,Europe,of which,Switzerland,1153,200,953
2018,3Q,Europe,of which,United Kingdom,1616,357,1259
2018,3Q,Europe,Total Europe,Total Country,10129,7731,2398
2018,3Q,Latin America,of which,Bermuda,305,201,103
2018,3Q,Latin America,of which,Cayman Islands,-75,1120,-1195
2018,3Q,Latin America,of which,Virgin Islands (British),327,173,154
2018,3Q,Latin America,Total Latin America,Total Country,1053,1879,-826
2018,3Q,North America,of which,United States,3571,1548,2024
2018,3Q,North America,Total North America,Total Country,3800,1593,2207
2018,3Q,Oceania,of which,Australia,424,318,106
2018,3Q,Oceania,Total Oceania,Total Country,460,411,49
2018,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1538,1785,-247
2018,3Q,Southeast Asia,of which,Singapore,3109,4598,-1489
2018,3Q,Southeast Asia,of which,Thailand,346,483,-137
2018,3Q,Southeast Asia,Total Southeast Asia,Total Country,3883,5416,-1533
2018,4Q,East Asia,of which,"China, People's Republic of",730,754,-23
2018,4Q,East Asia,of which,"Hong Kong, SAR",4152,1757,2394
2018,4Q,East Asia,of which,Japan,3843,1526,2317
2018,4Q,East Asia,of which,"Korea, Republic of",34,206,-172
2018,4Q,East Asia,of which,Taiwan,200,811,-611
2018,4Q,East Asia,Total East Asia,Total Country,8981,5055,3926
2018,4Q,Europe,of which,Denmark,211,129,81
2018,4Q,Europe,of which,France,983,230,752
2018,4Q,Europe,of which,Germany,1785,700,1084
2018,4Q,Europe,of which,Luxembourg,410,822,-412
2018,4Q,Europe,of which,Netherlands,6113,3454,2659
2018,4Q,Europe,of which,Switzerland,307,362,-54
2018,4Q,Europe,of which,United Kingdom,1676,1443,233
2018,4Q,Europe,Total Europe,Total Country,12129,8734,3395
2018,4Q,Latin America,of which,Bermuda,1442,109,1333
2018,4Q,Latin America,of which,Cayman Islands,244,892,-649
2018,4Q,Latin America,of which,Virgin Islands (British),235,232,3
2018,4Q,Latin America,Total Latin America,Total Country,2980,1764,1216
2018,4Q,North America,of which,United States,2970,1536,1434
2018,4Q,North America,Total North America,Total Country,3041,1677,1365
2018,4Q,Oceania,of which,Australia,188,209,-21
2018,4Q,Oceania,Total Oceania,Total Country,257,1009,-751
2018,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,2415,1150,1265
2018,4Q,Southeast Asia,of which,Singapore,5091,4659,431
2018,4Q,Southeast Asia,of which,Thailand,604,483,121
2018,4Q,Southeast Asia,Total Southeast Asia,Total Country,6421,5486,935
2019,1Q,East Asia,of which,"China, People's Republic of",1347,1598,-251
2019,1Q,East Asia,of which,"Hong Kong, SAR",5011,2820,2190
2019,1Q,East Asia,of which,Japan,11798,3330,8467
2019,1Q,East Asia,of which,"Korea, Republic of",554,318,236
2019,1Q,East Asia,of which,Taiwan,326,167,160
2019,1Q,East Asia,Total East Asia,Total Country,19050,8244,10805
2019,1Q,Europe,of which,Denmark,12,31,-19
2019,1Q,Europe,of which,France,80,100,-20
2019,1Q,Europe,of which,Germany,1243,1184,59
2019,1Q,Europe,of which,Luxembourg,103,64,39
2019,1Q,Europe,of which,Netherlands,5391,4330,1061
2019,1Q,Europe,of which,Switzerland,1418,755,663
2019,1Q,Europe,of which,United Kingdom,1499,884,614
2019,1Q,Europe,Total Europe,Total Country,14172,8442,5730
2019,1Q,Latin America,of which,Bermuda,497,90,407
2019,1Q,Latin America,of which,Cayman Islands,65,1086,-1021
2019,1Q,Latin America,of which,Virgin Islands (British),281,176,105
2019,1Q,Latin America,Total Latin America,Total Country,1556,2164,-609
2019,1Q,North America,of which,United States,4041,1926,2115
2019,1Q,North America,Total North America,Total Country,4226,2151,2075
2019,1Q,Oceania,of which,Australia,227,164,64
2019,1Q,Oceania,Total Oceania,Total Country,378,218,159
2019,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1317,2140,-823
2019,1Q,Southeast Asia,of which,Singapore,10865,8961,1905
2019,1Q,Southeast Asia,of which,Thailand,556,681,-125
2019,1Q,Southeast Asia,Total Southeast Asia,Total Country,12156,10029,2128
2019,2Q,East Asia,of which,"China, People's Republic of",1338,1186,152
2019,2Q,East Asia,of which,"Hong Kong, SAR",6665,1511,5153
2019,2Q,East Asia,of which,Japan,2669,2401,268
2019,2Q,East Asia,of which,"Korea, Republic of",367,377,-10
2019,2Q,East Asia,of which,Taiwan,95,206,-111
2019,2Q,East Asia,Total East Asia,Total Country,11174,5706,5468
2019,2Q,Europe,of which,Denmark,111,34,77
2019,2Q,Europe,of which,France,221,204,17
2019,2Q,Europe,of which,Germany,887,950,-63
2019,2Q,Europe,of which,Luxembourg,116,137,-21
2019,2Q,Europe,of which,Netherlands,3843,4087,-244
2019,2Q,Europe,of which,Switzerland,716,455,261
2019,2Q,Europe,of which,United Kingdom,828,2440,-1612
2019,2Q,Europe,Total Europe,Total Country,9022,9459,-437
2019,2Q,Latin America,of which,Bermuda,-1078,94,-1172
2019,2Q,Latin America,of which,Cayman Islands,339,767,-427
2019,2Q,Latin America,of which,Virgin Islands (British),358,216,143
2019,2Q,Latin America,Total Latin America,Total Country,528,1608,-1080
2019,2Q,North America,of which,United States,3913,1927,1986
2019,2Q,North America,Total North America,Total Country,4021,2075,1945
2019,2Q,Oceania,of which,Australia,340,235,105
2019,2Q,Oceania,Total Oceania,Total Country,448,346,102
2019,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,725,896,-171
2019,2Q,Southeast Asia,of which,Singapore,3171,5767,-2595
2019,2Q,Southeast Asia,of which,Thailand,811,675,136
2019,2Q,Southeast Asia,Total Southeast Asia,Total Country,4801,6777,-1976
2019,3Q,East Asia,of which,"China, People's Republic of",1584,1025,558
2019,3Q,East Asia,of which,"Hong Kong, SAR",1682,1906,-224
2019,3Q,East Asia,of which,Japan,3530,2672,858
2019,3Q,East Asia,of which,"Korea, Republic of",870,189,681
2019,3Q,East Asia,of which,Taiwan,495,280,215
2019,3Q,East Asia,Total East Asia,Total Country,8195,6095,2100
2019,3Q,Europe,of which,Denmark,73,46,27
2019,3Q,Europe,of which,France,291,97,194
2019,3Q,Europe,of which,Germany,444,1454,-1010
2019,3Q,Europe,of which,Luxembourg,158,599,-441
2019,3Q,Europe,of which,Netherlands,7374,5159,2215
2019,3Q,Europe,of which,Switzerland,-247,564,-812
2019,3Q,Europe,of which,United Kingdom,858,2352,-1494
2019,3Q,Europe,Total Europe,Total Country,10388,12783,-2395
2019,3Q,Latin America,of which,Bermuda,-237,260,-497
2019,3Q,Latin America,of which,Cayman Islands,1399,303,1096
2019,3Q,Latin America,of which,Virgin Islands (British),204,79,126
2019,3Q,Latin America,Total Latin America,Total Country,1903,735,1168
2019,3Q,North America,of which,United States,-1043,1595,-2639
2019,3Q,North America,Total North America,Total Country,-919,1658,-2577
2019,3Q,Oceania,of which,Australia,331,256,75
2019,3Q,Oceania,Total Oceania,Total Country,459,334,125
2019,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1350,735,615
2019,3Q,Southeast Asia,of which,Singapore,7212,4171,3041
2019,3Q,Southeast Asia,of which,Thailand,597,709,-112
2019,3Q,Southeast Asia,Total Southeast Asia,Total Country,8812,5151,3662
2019,4Q,East Asia,of which,"China, People's Republic of",1284,1250,34
2019,4Q,East Asia,of which,"Hong Kong, SAR",4300,2832,1468
2019,4Q,East Asia,of which,Japan,4186,3248,938
2019,4Q,East Asia,of which,"Korea, Republic of",499,480,19
2019,4Q,East Asia,of which,Taiwan,240,181,59
2019,4Q,East Asia,Total East Asia,Total Country,10569,8023,2546
2019,4Q,Europe,of which,Denmark,150,21,130
2019,4Q,Europe,of which,France,423,255,168
2019,4Q,Europe,of which,Germany,1117,804,313
2019,4Q,Europe,of which,Luxembourg,-105,212,-318
2019,4Q,Europe,of which,Netherlands,6078,5721,357
2019,4Q,Europe,of which,Switzerland,927,995,-68
2019,4Q,Europe,of which,United Kingdom,1420,2755,-1335
2019,4Q,Europe,Total Europe,Total Country,11701,12561,-861
2019,4Q,Latin America,of which,Bermuda,500,272,228
2019,4Q,Latin America,of which,Cayman Islands,-531,438,-969
2019,4Q,Latin America,of which,Virgin Islands (British),470,178,293
2019,4Q,Latin America,Total Latin America,Total Country,2925,1839,1086
2019,4Q,North America,of which,United States,3337,2244,1093
2019,4Q,North America,Total North America,Total Country,3438,2516,922
2019,4Q,Oceania,of which,Australia,313,369,-56
2019,4Q,Oceania,Total Oceania,Total Country,412,433,-20
2019,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,1605,986,619
2019,4Q,Southeast Asia,of which,Singapore,6908,5723,1185
2019,4Q,Southeast Asia,of which,Thailand,409,407,2
2019,4Q,Southeast Asia,Total Southeast Asia,Total Country,8729,6669,2060
2020,1Q,East Asia,of which,"China, People's Republic of",1389,1342,47
2020,1Q,East Asia,of which,"Hong Kong, SAR",1502,1924,-422
2020,1Q,East Asia,of which,Japan,3047,1793,1254
2020,1Q,East Asia,of which,"Korea, Republic of",383,274,110
2020,1Q,East Asia,of which,Taiwan,352,158,194
2020,1Q,East Asia,Total East Asia,Total Country,6678,5527,1151
2020,1Q,Europe,of which,Denmark,-4,26,-30
2020,1Q,Europe,of which,France,236,300,-64
2020,1Q,Europe,of which,Germany,2562,2341,222
2020,1Q,Europe,of which,Luxembourg,112,260,-148
2020,1Q,Europe,of which,Netherlands,6110,5994,116
2020,1Q,Europe,of which,Switzerland,540,627,-87
2020,1Q,Europe,of which,United Kingdom,1096,775,320
2020,1Q,Europe,Total Europe,Total Country,12621,12231,390
2020,1Q,Latin America,of which,Bermuda,701,198,504
2020,1Q,Latin America,of which,Cayman Islands,41,940,-899
2020,1Q,Latin America,of which,Virgin Islands (British),554,85,469
2020,1Q,Latin America,Total Latin America,Total Country,1514,1479,34
2020,1Q,North America,of which,United States,3677,2141,1536
2020,1Q,North America,Total North America,Total Country,3794,2201,1593
2020,1Q,Oceania,of which,Australia,316,269,47
2020,1Q,Oceania,Total Oceania,Total Country,526,403,123
2020,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1564,1197,367
2020,1Q,Southeast Asia,of which,Singapore,6648,4940,1708
2020,1Q,Southeast Asia,of which,Thailand,518,269,249
2020,1Q,Southeast Asia,Total Southeast Asia,Total Country,7650,5613,2037
2020,2Q,East Asia,of which,"China, People's Republic of",1542,1296,246
2020,2Q,East Asia,of which,"Hong Kong, SAR",1794,2070,-276
2020,2Q,East Asia,of which,Japan,3558,3719,-161
2020,2Q,East Asia,of which,"Korea, Republic of",282,626,-344
2020,2Q,East Asia,of which,Taiwan,184,281,-98
2020,2Q,East Asia,Total East Asia,Total Country,7381,8032,-651
2020,2Q,Europe,of which,Denmark,-56,33,-89
2020,2Q,Europe,of which,France,144,231,-86
2020,2Q,Europe,of which,Germany,403,1067,-664
2020,2Q,Europe,of which,Luxembourg,54,277,-224
2020,2Q,Europe,of which,Netherlands,7054,4488,2566
2020,2Q,Europe,of which,Switzerland,1009,358,651
2020,2Q,Europe,of which,United Kingdom,1438,792,646
2020,2Q,Europe,Total Europe,Total Country,11050,8444,2606
2020,2Q,Latin America,of which,Bermuda,455,148,307
2020,2Q,Latin America,of which,Cayman Islands,-63,592,-656
2020,2Q,Latin America,of which,Virgin Islands (British),1333,270,1064
2020,2Q,Latin America,Total Latin America,Total Country,1937,1123,814
2020,2Q,North America,of which,United States,990,3139,-2148
2020,2Q,North America,Total North America,Total Country,1073,3181,-2108
2020,2Q,Oceania,of which,Australia,235,189,46
2020,2Q,Oceania,Total Oceania,Total Country,496,277,218
2020,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,1419,1186,233
2020,2Q,Southeast Asia,of which,Singapore,5873,4966,907
2020,2Q,Southeast Asia,of which,Thailand,468,260,208
2020,2Q,Southeast Asia,Total Southeast Asia,Total Country,7009,5766,1243
2020,3Q,East Asia,of which,"China, People's Republic of",2551,1079,1472
2020,3Q,East Asia,of which,"Hong Kong, SAR",2818,2393,425
2020,3Q,East Asia,of which,Japan,2288,3209,-920
2020,3Q,East Asia,of which,"Korea, Republic of",379,228,152
2020,3Q,East Asia,of which,Taiwan,462,160,303
2020,3Q,East Asia,Total East Asia,Total Country,8528,7082,1446
2020,3Q,Europe,of which,Denmark,-9,48,-56
2020,3Q,Europe,of which,France,243,282,-39
2020,3Q,Europe,of which,Germany,600,1391,-791
2020,3Q,Europe,of which,Luxembourg,537,163,374
2020,3Q,Europe,of which,Netherlands,6527,8701,-2174
2020,3Q,Europe,of which,Switzerland,951,846,105
2020,3Q,Europe,of which,United Kingdom,709,2261,-1552
2020,3Q,Europe,Total Europe,Total Country,10421,14801,-4380
2020,3Q,Latin America,of which,Bermuda,358,231,127
2020,3Q,Latin America,of which,Cayman Islands,135,1042,-907
2020,3Q,Latin America,of which,Virgin Islands (British),-6,49,-55
2020,3Q,Latin America,Total Latin America,Total Country,678,1803,-1125
2020,3Q,North America,of which,United States,3593,2359,1234
2020,3Q,North America,Total North America,Total Country,3933,2688,1246
2020,3Q,Oceania,of which,Australia,490,304,186
2020,3Q,Oceania,Total Oceania,Total Country,587,594,-6
2020,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1606,1510,96
2020,3Q,Southeast Asia,of which,Singapore,8281,7553,728
2020,3Q,Southeast Asia,of which,Thailand,365,237,128
2020,3Q,Southeast Asia,Total Southeast Asia,Total Country,9968,8081,1887
2020,4Q,East Asia,of which,"China, People's Republic of",2360,1604,756
2020,4Q,East Asia,of which,"Hong Kong, SAR",3803,2352,1451
2020,4Q,East Asia,of which,Japan,4504,2403,2101
2020,4Q,East Asia,of which,"Korea, Republic of",479,265,214
2020,4Q,East Asia,of which,Taiwan,470,350,120
2020,4Q,East Asia,Total East Asia,Total Country,11658,7029,4629
2020,4Q,Europe,of which,Denmark,127,33,95
2020,4Q,Europe,of which,France,107,354,-248
2020,4Q,Europe,of which,Germany,1643,1486,157
2020,4Q,Europe,of which,Luxembourg,424,133,291
2020,4Q,Europe,of which,Netherlands,5470,6457,-988
2020,4Q,Europe,of which,Switzerland,-926,715,-1640
2020,4Q,Europe,of which,United Kingdom,656,3239,-2583
2020,4Q,Europe,Total Europe,Total Country,9606,14090,-4484
2020,4Q,Latin America,of which,Bermuda,-716,246,-962
2020,4Q,Latin America,of which,Cayman Islands,192,292,-100
2020,4Q,Latin America,of which,Virgin Islands (British),604,139,465
2020,4Q,Latin America,Total Latin America,Total Country,-642,767,-1409
2020,4Q,North America,of which,United States,4755,4102,653
2020,4Q,North America,Total North America,Total Country,5020,4204,816
2020,4Q,Oceania,of which,Australia,223,124,99
2020,4Q,Oceania,Total Oceania,Total Country,759,259,500
2020,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,1955,1179,776
2020,4Q,Southeast Asia,of which,Singapore,8093,5905,2187
2020,4Q,Southeast Asia,of which,Thailand,3017,412,2605
2020,4Q,Southeast Asia,Total Southeast Asia,Total Country,12152,6913,5239
2021,1Q,East Asia,of which,"China, People's Republic of",1692,1208,484
2021,1Q,East Asia,of which,"Hong Kong, SAR",2689,1850,840
2021,1Q,East Asia,of which,Japan,3633,3220,413
2021,1Q,East Asia,of which,"Korea, Republic of",318,110,208
2021,1Q,East Asia,of which,Taiwan,162,149,13
2021,1Q,East Asia,Total East Asia,Total Country,8500,6566,1934
2021,1Q,Europe,of which,Denmark,-23,37,-60
2021,1Q,Europe,of which,France,102,210,-108
2021,1Q,Europe,of which,Germany,1110,1180,-71
2021,1Q,Europe,of which,Luxembourg,78,104,-26
2021,1Q,Europe,of which,Netherlands,5536,4487,1048
2021,1Q,Europe,of which,Switzerland,1260,475,785
2021,1Q,Europe,of which,United Kingdom,2763,907,1855
2021,1Q,Europe,Total Europe,Total Country,11945,8328,3617
2021,1Q,Latin America,of which,Bermuda,-1561,425,-1986
2021,1Q,Latin America,of which,Cayman Islands,543,655,-112
2021,1Q,Latin America,of which,Virgin Islands (British),261,43,218
2021,1Q,Latin America,Total Latin America,Total Country,-760,1297,-2058
2021,1Q,North America,of which,United States,4222,3500,722
2021,1Q,North America,Total North America,Total Country,4392,3652,740
2021,1Q,Oceania,of which,Australia,438,237,201
2021,1Q,Oceania,Total Oceania,Total Country,492,397,95
2021,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1630,1392,239
2021,1Q,Southeast Asia,of which,Singapore,9061,6176,2885
2021,1Q,Southeast Asia,of which,Thailand,502,272,230
2021,1Q,Southeast Asia,Total Southeast Asia,Total Country,10701,6779,3922
2021,2Q,East Asia,of which,"China, People's Republic of",2202,1861,341
2021,2Q,East Asia,of which,"Hong Kong, SAR",3272,4797,-1525
2021,2Q,East Asia,of which,Japan,6579,4389,2189
2021,2Q,East Asia,of which,"Korea, Republic of",1202,539,663
2021,2Q,East Asia,of which,Taiwan,435,242,193
2021,2Q,East Asia,Total East Asia,Total Country,13698,11830,1868
2021,2Q,Europe,of which,Denmark,12,82,-71
2021,2Q,Europe,of which,France,91,238,-147
2021,2Q,Europe,of which,Germany,751,901,-150
2021,2Q,Europe,of which,Luxembourg,302,288,14
2021,2Q,Europe,of which,Netherlands,6934,8449,-1516
2021,2Q,Europe,of which,Switzerland,3343,568,2775
2021,2Q,Europe,of which,United Kingdom,2148,1054,1094
2021,2Q,Europe,Total Europe,Total Country,14840,12405,2435
2021,2Q,Latin America,of which,Bermuda,929,273,657
2021,2Q,Latin America,of which,Cayman Islands,596,711,-115
2021,2Q,Latin America,of which,Virgin Islands (British),2961,248,2713
2021,2Q,Latin America,Total Latin America,Total Country,4711,1370,3341
2021,2Q,North America,of which,United States,3524,1796,1728
2021,2Q,North America,Total North America,Total Country,3663,1867,1796
2021,2Q,Oceania,of which,Australia,407,355,53
2021,2Q,Oceania,Total Oceania,Total Country,548,497,51
