Year,Quarter,Blocks of countries,Category,Countries,Credit RM million,Debit RM million,Net RM million
2012,2Q,Southeast Asia,of which,Singapore,4313,2723,1590
2012,2Q,Southeast Asia,of which,Thailand,437,579,-142
2012,2Q,Southeast Asia,Total Southeast Asia,Total Country,5256,3598,1658
2012,3Q,East Asia,of which,"China, People's Republic of",447,520,-73
2012,3Q,East Asia,of which,"Hong Kong, SAR",2370,2451,-81
2012,3Q,East Asia,of which,Japan,2555,2383,171
2012,3Q,East Asia,of which,"Korea, Republic of",279,339,-60
2012,3Q,East Asia,of which,Taiwan,122,130,-8
2012,3Q,East Asia,Total East Asia,Total Country,5776,5830,-54
2012,3Q,Europe,of which,Denmark,89,26,63
2012,3Q,Europe,of which,France,524,539,-15
2012,3Q,Europe,of which,Germany,1067,592,475
2012,3Q,Europe,of which,Luxembourg,416,275,141
2012,3Q,Europe,of which,Netherlands,1714,1257,456
2012,3Q,Europe,of which,Switzerland,863,200,663
2012,3Q,Europe,of which,United Kingdom,1420,466,954
2012,3Q,Europe,Total Europe,Total Country,5745,6686,-940
2012,3Q,Latin America,of which,Bermuda,143,10,133
2012,3Q,Latin America,of which,Cayman Islands,575,1773,-1198
2012,3Q,Latin America,of which,Virgin Islands (British),649,223,426
2012,3Q,Latin America,Total Latin America,Total Country,2565,2116,450
2012,3Q,North America,of which,United States,4629,2386,2243
2012,3Q,North America,Total North America,Total Country,4666,2461,2206
2012,3Q,Oceania,of which,Australia,1326,115,1211
2012,3Q,Oceania,Total Oceania,Total Country,1437,153,1284
2012,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1727,809,917
2012,3Q,Southeast Asia,of which,Singapore,4271,2300,1971
2012,3Q,Southeast Asia,of which,Thailand,530,294,235
2012,3Q,Southeast Asia,Total Southeast Asia,Total Country,5367,2785,2581
2012,4Q,East Asia,of which,"China, People's Republic of",1248,692,556
2012,4Q,East Asia,of which,"Hong Kong, SAR",2397,2617,-220
2012,4Q,East Asia,of which,Japan,4140,1237,2903
2012,4Q,East Asia,of which,"Korea, Republic of",-483,167,-649
2012,4Q,East Asia,of which,Taiwan,142,415,-273
2012,4Q,East Asia,Total East Asia,Total Country,7449,5133,2316
2012,4Q,Europe,of which,Denmark,43,28,15
2012,4Q,Europe,of which,France,509,304,204
2012,4Q,Europe,of which,Germany,1224,811,413
2012,4Q,Europe,of which,Luxembourg,423,399,23
2012,4Q,Europe,of which,Netherlands,2572,2147,425
2012,4Q,Europe,of which,Switzerland,522,235,286
2012,4Q,Europe,of which,United Kingdom,1203,1019,184
2012,4Q,Europe,Total Europe,Total Country,7934,6036,1898
2012,4Q,Latin America,of which,Bermuda,222,660,-438
2012,4Q,Latin America,of which,Cayman Islands,379,326,53
2012,4Q,Latin America,of which,Virgin Islands (British),270,52,218
2012,4Q,Latin America,Total Latin America,Total Country,2069,1753,316
2012,4Q,North America,of which,United States,978,2578,-1599
2012,4Q,North America,Total North America,Total Country,1048,2703,-1655
2012,4Q,Oceania,of which,Australia,574,341,233
2012,4Q,Oceania,Total Oceania,Total Country,571,372,200
2012,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,1273,506,767
2012,4Q,Southeast Asia,of which,Singapore,5193,3763,1431
2012,4Q,Southeast Asia,of which,Thailand,631,436,196
2012,4Q,Southeast Asia,Total Southeast Asia,Total Country,6712,4398,2313
2013,1Q,East Asia,of which,"China, People's Republic of",365,584,-219
2013,1Q,East Asia,of which,"Hong Kong, SAR",2934,2265,669
2013,1Q,East Asia,of which,Japan,3835,2413,1423
2013,1Q,East Asia,of which,"Korea, Republic of",177,344,-167
2013,1Q,East Asia,of which,Taiwan,346,74,272
2013,1Q,East Asia,Total East Asia,Total Country,7664,5688,1976
2013,1Q,Europe,of which,Denmark,77,22,54
2013,1Q,Europe,of which,France,564,346,219
2013,1Q,Europe,of which,Germany,372,575,-204
2013,1Q,Europe,of which,Luxembourg,-414,292,-707
2013,1Q,Europe,of which,Netherlands,2401,1125,1276
2013,1Q,Europe,of which,Switzerland,1078,559,520
2013,1Q,Europe,of which,United Kingdom,307,361,-54
2013,1Q,Europe,Total Europe,Total Country,5295,3734,1561
2013,1Q,Latin America,of which,Bermuda,516,56,460
2013,1Q,Latin America,of which,Cayman Islands,1010,201,809
2013,1Q,Latin America,of which,Virgin Islands (British),319,69,250
2013,1Q,Latin America,Total Latin America,Total Country,3055,1100,1955
2013,1Q,North America,of which,United States,3143,1736,1407
2013,1Q,North America,Total North America,Total Country,3237,1846,1391
2013,1Q,Oceania,of which,Australia,302,305,-3
2013,1Q,Oceania,Total Oceania,Total Country,437,324,113
2013,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1138,634,504
2013,1Q,Southeast Asia,of which,Singapore,3795,2426,1369
2013,1Q,Southeast Asia,of which,Thailand,437,535,-98
2013,1Q,Southeast Asia,Total Southeast Asia,Total Country,4755,3175,1580
2013,2Q,East Asia,of which,"China, People's Republic of",406,644,-238
2013,2Q,East Asia,of which,"Hong Kong, SAR",2496,2257,239
2013,2Q,East Asia,of which,Japan,6052,1861,4191
2013,2Q,East Asia,of which,"Korea, Republic of",376,250,126
2013,2Q,East Asia,of which,Taiwan,80,183,-103
2013,2Q,East Asia,Total East Asia,Total Country,9422,5197,4225
2013,2Q,Europe,of which,Denmark,87,33,53
2013,2Q,Europe,of which,France,349,727,-378
2013,2Q,Europe,of which,Germany,596,540,56
2013,2Q,Europe,of which,Luxembourg,772,87,686
2013,2Q,Europe,of which,Netherlands,1435,1310,125
2013,2Q,Europe,of which,Switzerland,706,330,375
2013,2Q,Europe,of which,United Kingdom,-42,100,-143
2013,2Q,Europe,Total Europe,Total Country,5037,3405,1632
2013,2Q,Latin America,of which,Bermuda,1175,49,1127
2013,2Q,Latin America,of which,Cayman Islands,360,517,-157
2013,2Q,Latin America,of which,Virgin Islands (British),269,15,255
2013,2Q,Latin America,Total Latin America,Total Country,2181,1115,1066
2013,2Q,North America,of which,United States,1705,2215,-510
2013,2Q,North America,Total North America,Total Country,1931,2300,-369
2013,2Q,Oceania,of which,Australia,326,217,108
2013,2Q,Oceania,Total Oceania,Total Country,448,250,198
2013,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,1287,363,925
2013,2Q,Southeast Asia,of which,Singapore,3570,2484,1087
2013,2Q,Southeast Asia,of which,Thailand,683,352,331
2013,2Q,Southeast Asia,Total Southeast Asia,Total Country,4210,3100,1110
2013,3Q,East Asia,of which,"China, People's Republic of",659,415,244
2013,3Q,East Asia,of which,"Hong Kong, SAR",2187,1891,296
2013,3Q,East Asia,of which,Japan,2989,1237,1753
2013,3Q,East Asia,of which,"Korea, Republic of",550,230,320
2013,3Q,East Asia,of which,Taiwan,77,148,-71
2013,3Q,East Asia,Total East Asia,Total Country,6473,3946,2527
2013,3Q,Europe,of which,Denmark,31,40,-9
2013,3Q,Europe,of which,France,783,418,365
2013,3Q,Europe,of which,Germany,856,1275,-419
2013,3Q,Europe,of which,Luxembourg,-250,80,-331
2013,3Q,Europe,of which,Netherlands,3280,1093,2187
2013,3Q,Europe,of which,Switzerland,1022,446,575
2013,3Q,Europe,of which,United Kingdom,1160,495,665
2013,3Q,Europe,Total Europe,Total Country,6642,4377,2265
2013,3Q,Latin America,of which,Bermuda,-404,8,-412
2013,3Q,Latin America,of which,Cayman Islands,472,386,85
2013,3Q,Latin America,of which,Virgin Islands (British),161,63,98
2013,3Q,Latin America,Total Latin America,Total Country,1597,767,830
2013,3Q,North America,of which,United States,3103,1451,1652
2013,3Q,North America,Total North America,Total Country,3205,1693,1512
2013,3Q,Oceania,of which,Australia,311,194,117
2013,3Q,Oceania,Total Oceania,Total Country,455,215,240
2013,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1523,375,1148
2013,3Q,Southeast Asia,of which,Singapore,3591,3546,45
2013,3Q,Southeast Asia,of which,Thailand,582,243,339
2013,3Q,Southeast Asia,Total Southeast Asia,Total Country,4701,4098,603
2013,4Q,East Asia,of which,"China, People's Republic of",827,290,537
2013,4Q,East Asia,of which,"Hong Kong, SAR",3850,586,3264
2013,4Q,East Asia,of which,Japan,2026,1376,650
2013,4Q,East Asia,of which,"Korea, Republic of",-686,119,-805
2013,4Q,East Asia,of which,Taiwan,132,152,-19
2013,4Q,East Asia,Total East Asia,Total Country,6171,2525,3646
2013,4Q,Europe,of which,Denmark,91,30,61
2013,4Q,Europe,of which,France,332,330,2
2013,4Q,Europe,of which,Germany,1161,618,543
2013,4Q,Europe,of which,Luxembourg,184,113,71
2013,4Q,Europe,of which,Netherlands,4738,3584,1155
2013,4Q,Europe,of which,Switzerland,873,151,722
2013,4Q,Europe,of which,United Kingdom,-201,515,-716
2013,4Q,Europe,Total Europe,Total Country,8347,5871,2476
2013,4Q,Latin America,of which,Bermuda,384,4,380
2013,4Q,Latin America,of which,Cayman Islands,287,264,23
2013,4Q,Latin America,of which,Virgin Islands (British),2309,358,1951
2013,4Q,Latin America,Total Latin America,Total Country,4064,1393,2671
2013,4Q,North America,of which,United States,849,2818,-1969
2013,4Q,North America,Total North America,Total Country,1148,2984,-1836
2013,4Q,Oceania,of which,Australia,365,200,164
2013,4Q,Oceania,Total Oceania,Total Country,509,223,286
2013,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,2552,2110,442
2013,4Q,Southeast Asia,of which,Singapore,5336,2316,3019
2013,4Q,Southeast Asia,of which,Thailand,448,257,191
2013,4Q,Southeast Asia,Total Southeast Asia,Total Country,6385,2887,3498
2014,1Q,East Asia,of which,"China, People's Republic of",529,250,280
2014,1Q,East Asia,of which,"Hong Kong, SAR",1420,276,1143
2014,1Q,East Asia,of which,Japan,1821,2192,-371
2014,1Q,East Asia,of which,"Korea, Republic of",333,364,-31
2014,1Q,East Asia,of which,Taiwan,137,112,25
2014,1Q,East Asia,Total East Asia,Total Country,4240,3206,1033
2014,1Q,Europe,of which,Denmark,37,59,-21
2014,1Q,Europe,of which,France,1414,368,1045
2014,1Q,Europe,of which,Germany,957,1182,-225
2014,1Q,Europe,of which,Luxembourg,210,179,30
2014,1Q,Europe,of which,Netherlands,4783,3184,1599
2014,1Q,Europe,of which,Switzerland,764,515,249
2014,1Q,Europe,of which,United Kingdom,875,409,465
2014,1Q,Europe,Total Europe,Total Country,9958,6327,3631
2014,1Q,Latin America,of which,Bermuda,922,0,922
2014,1Q,Latin America,of which,Cayman Islands,629,27,601
2014,1Q,Latin America,of which,Virgin Islands (British),355,19,337
2014,1Q,Latin America,Total Latin America,Total Country,2579,901,1678
2014,1Q,North America,of which,United States,2696,3067,-371
2014,1Q,North America,Total North America,Total Country,2876,3100,-224
2014,1Q,Oceania,of which,Australia,-1,231,-232
2014,1Q,Oceania,Total Oceania,Total Country,151,255,-104
2014,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1549,525,1024
2014,1Q,Southeast Asia,of which,Singapore,3938,3619,319
2014,1Q,Southeast Asia,of which,Thailand,402,388,15
2014,1Q,Southeast Asia,Total Southeast Asia,Total Country,4665,4461,204
2014,2Q,East Asia,of which,"China, People's Republic of",430,265,165
2014,2Q,East Asia,of which,"Hong Kong, SAR",1121,302,819
2014,2Q,East Asia,of which,Japan,2965,1843,1122
2014,2Q,East Asia,of which,"Korea, Republic of",572,645,-74
2014,2Q,East Asia,of which,Taiwan,252,82,170
2014,2Q,East Asia,Total East Asia,Total Country,5356,3140,2215
2014,2Q,Europe,of which,Denmark,66,6,59
2014,2Q,Europe,of which,France,632,234,399
2014,2Q,Europe,of which,Germany,843,846,-3
2014,2Q,Europe,of which,Luxembourg,252,61,190
2014,2Q,Europe,of which,Netherlands,6226,3140,3086
2014,2Q,Europe,of which,Switzerland,493,392,101
2014,2Q,Europe,of which,United Kingdom,171,600,-430
2014,2Q,Europe,Total Europe,Total Country,10691,5747,4944
2014,2Q,Latin America,of which,Bermuda,573,1,572
2014,2Q,Latin America,of which,Cayman Islands,383,103,280
2014,2Q,Latin America,of which,Virgin Islands (British),141,56,85
2014,2Q,Latin America,Total Latin America,Total Country,1711,725,986
2014,2Q,North America,of which,United States,2684,2460,225
2014,2Q,North America,Total North America,Total Country,2828,2480,348
2014,2Q,Oceania,of which,Australia,-202,275,-477
2014,2Q,Oceania,Total Oceania,Total Country,25,318,-294
2014,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,1420,619,801
2014,2Q,Southeast Asia,of which,Singapore,4350,2883,1467
2014,2Q,Southeast Asia,of which,Thailand,326,289,37
2014,2Q,Southeast Asia,Total Southeast Asia,Total Country,5024,3511,1512
2014,3Q,East Asia,of which,"China, People's Republic of",912,355,558
2014,3Q,East Asia,of which,"Hong Kong, SAR",988,286,702
2014,3Q,East Asia,of which,Japan,2624,2698,-74
2014,3Q,East Asia,of which,"Korea, Republic of",425,753,-328
2014,3Q,East Asia,of which,Taiwan,151,123,28
2014,3Q,East Asia,Total East Asia,Total Country,5112,4218,894
2014,3Q,Europe,of which,Denmark,104,35,69
2014,3Q,Europe,of which,France,378,421,-43
2014,3Q,Europe,of which,Germany,649,451,197
2014,3Q,Europe,of which,Luxembourg,-383,182,-564
2014,3Q,Europe,of which,Netherlands,3610,3986,-376
2014,3Q,Europe,of which,Switzerland,371,274,97
2014,3Q,Europe,of which,United Kingdom,815,191,623
2014,3Q,Europe,Total Europe,Total Country,6078,5888,189
2014,3Q,Latin America,of which,Bermuda,397,21,376
2014,3Q,Latin America,of which,Cayman Islands,1026,60,966
2014,3Q,Latin America,of which,Virgin Islands (British),132,337,-205
2014,3Q,Latin America,Total Latin America,Total Country,2552,1145,1407
2014,3Q,North America,of which,United States,2096,2344,-248
2014,3Q,North America,Total North America,Total Country,2155,2406,-251
2014,3Q,Oceania,of which,Australia,249,184,64
2014,3Q,Oceania,Total Oceania,Total Country,488,449,38
2014,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,2849,369,2481
2014,3Q,Southeast Asia,of which,Singapore,4725,2447,2278
2014,3Q,Southeast Asia,of which,Thailand,318,160,158
2014,3Q,Southeast Asia,Total Southeast Asia,Total Country,6033,2876,3157
2014,4Q,East Asia,of which,"China, People's Republic of",454,482,-28
2014,4Q,East Asia,of which,"Hong Kong, SAR",1447,673,774
2014,4Q,East Asia,of which,Japan,3297,1753,1544
2014,4Q,East Asia,of which,"Korea, Republic of",351,753,-402
2014,4Q,East Asia,of which,Taiwan,136,319,-183
2014,4Q,East Asia,Total East Asia,Total Country,5706,3981,1725
2014,4Q,Europe,of which,Denmark,81,25,57
2014,4Q,Europe,of which,France,483,394,89
2014,4Q,Europe,of which,Germany,1639,515,1123
2014,4Q,Europe,of which,Luxembourg,399,280,119
2014,4Q,Europe,of which,Netherlands,6771,4248,2524
2014,4Q,Europe,of which,Switzerland,702,359,343
2014,4Q,Europe,of which,United Kingdom,183,800,-616
2014,4Q,Europe,Total Europe,Total Country,10339,7304,3035
2014,4Q,Latin America,of which,Bermuda,468,20,448
2014,4Q,Latin America,of which,Cayman Islands,598,88,510
2014,4Q,Latin America,of which,Virgin Islands (British),916,60,856
2014,4Q,Latin America,Total Latin America,Total Country,3393,1060,2333
2014,4Q,North America,of which,United States,3860,5204,-1344
2014,4Q,North America,Total North America,Total Country,3903,5241,-1338
2014,4Q,Oceania,of which,Australia,558,321,238
2014,4Q,Oceania,Total Oceania,Total Country,1067,351,715
2014,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,2022,1139,883
2014,4Q,Southeast Asia,of which,Singapore,6684,3661,3022
2014,4Q,Southeast Asia,of which,Thailand,676,486,190
2014,4Q,Southeast Asia,Total Southeast Asia,Total Country,7590,5013,2577
2015,1Q,East Asia,of which,"China, People's Republic of",844,455,389
2015,1Q,East Asia,of which,"Hong Kong, SAR",1230,898,332
2015,1Q,East Asia,of which,Japan,3499,1945,1554
2015,1Q,East Asia,of which,"Korea, Republic of",375,358,18
2015,1Q,East Asia,of which,Taiwan,318,135,183
2015,1Q,East Asia,Total East Asia,Total Country,6279,3845,2434
2015,1Q,Europe,of which,Denmark,189,27,161
2015,1Q,Europe,of which,France,610,268,342
2015,1Q,Europe,of which,Germany,494,1261,-767
2015,1Q,Europe,of which,Luxembourg,181,247,-65
2015,1Q,Europe,of which,Netherlands,2851,3675,-824
2015,1Q,Europe,of which,Switzerland,539,281,259
2015,1Q,Europe,of which,United Kingdom,1010,538,471
2015,1Q,Europe,Total Europe,Total Country,6004,6847,-843
2015,1Q,Latin America,of which,Bermuda,397,11,386
2015,1Q,Latin America,of which,Cayman Islands,316,779,-462
2015,1Q,Latin America,of which,Virgin Islands (British),408,27,381
2015,1Q,Latin America,Total Latin America,Total Country,989,1542,-553
2015,1Q,North America,of which,United States,5234,1685,3550
2015,1Q,North America,Total North America,Total Country,5472,1812,3660
2015,1Q,Oceania,of which,Australia,209,209,0
2015,1Q,Oceania,Total Oceania,Total Country,358,248,109
2015,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1450,814,636
2015,1Q,Southeast Asia,of which,Singapore,4664,3823,841
2015,1Q,Southeast Asia,of which,Thailand,689,377,312
2015,1Q,Southeast Asia,Total Southeast Asia,Total Country,7294,4569,2724
2015,2Q,East Asia,of which,"China, People's Republic of",742,762,-20
2015,2Q,East Asia,of which,"Hong Kong, SAR",708,582,127
2015,2Q,East Asia,of which,Japan,8700,1758,6941
2015,2Q,East Asia,of which,"Korea, Republic of",460,145,314
2015,2Q,East Asia,of which,Taiwan,233,150,84
2015,2Q,East Asia,Total East Asia,Total Country,10854,3417,7437
2015,2Q,Europe,of which,Denmark,12,49,-36
2015,2Q,Europe,of which,France,385,340,45
2015,2Q,Europe,of which,Germany,1005,532,473
2015,2Q,Europe,of which,Luxembourg,479,72,408
2015,2Q,Europe,of which,Netherlands,5455,4662,793
2015,2Q,Europe,of which,Switzerland,-4,267,-272
2015,2Q,Europe,of which,United Kingdom,1105,434,671
2015,2Q,Europe,Total Europe,Total Country,9623,6861,2762
2015,2Q,Latin America,of which,Bermuda,200,110,90
2015,2Q,Latin America,of which,Cayman Islands,116,575,-459
2015,2Q,Latin America,of which,Virgin Islands (British),555,432,123
2015,2Q,Latin America,Total Latin America,Total Country,-549,1858,-2406
2015,2Q,North America,of which,United States,4793,2744,2049
2015,2Q,North America,Total North America,Total Country,5285,3189,2096
2015,2Q,Oceania,of which,Australia,-17,472,-489
2015,2Q,Oceania,Total Oceania,Total Country,-13,525,-537
2015,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,5304,657,4647
2015,2Q,Southeast Asia,of which,Singapore,3681,3083,598
2015,2Q,Southeast Asia,of which,Thailand,540,179,361
2015,2Q,Southeast Asia,Total Southeast Asia,Total Country,4785,3706,1079
2015,3Q,East Asia,of which,"China, People's Republic of",966,909,57
2015,3Q,East Asia,of which,"Hong Kong, SAR",1390,605,785
2015,3Q,East Asia,of which,Japan,1065,2616,-1552
2015,3Q,East Asia,of which,"Korea, Republic of",522,147,375
2015,3Q,East Asia,of which,Taiwan,373,104,269
2015,3Q,East Asia,Total East Asia,Total Country,4381,4430,-49
2015,3Q,Europe,of which,Denmark,146,18,128
2015,3Q,Europe,of which,France,834,312,523
2015,3Q,Europe,of which,Germany,1393,1083,310
2015,3Q,Europe,of which,Luxembourg,251,139,112
2015,3Q,Europe,of which,Netherlands,7334,5218,2117
2015,3Q,Europe,of which,Switzerland,250,330,-80
2015,3Q,Europe,of which,United Kingdom,-21,683,-705
2015,3Q,Europe,Total Europe,Total Country,9892,9089,803
2015,3Q,Latin America,of which,Bermuda,-215,478,-693
2015,3Q,Latin America,of which,Cayman Islands,811,215,596
2015,3Q,Latin America,of which,Virgin Islands (British),-65,255,-320
2015,3Q,Latin America,Total Latin America,Total Country,-554,1586,-2140
2015,3Q,North America,of which,United States,2994,3274,-280
2015,3Q,North America,Total North America,Total Country,3129,3372,-243
2015,3Q,Oceania,of which,Australia,184,500,-316
2015,3Q,Oceania,Total Oceania,Total Country,317,545,-228
2015,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1438,830,608
2015,3Q,Southeast Asia,of which,Singapore,6845,3078,3767
2015,3Q,Southeast Asia,of which,Thailand,701,295,405
2015,3Q,Southeast Asia,Total Southeast Asia,Total Country,8002,3768,4234
2015,4Q,East Asia,of which,"China, People's Republic of",1283,394,889
2015,4Q,East Asia,of which,"Hong Kong, SAR",1204,649,555
2015,4Q,East Asia,of which,Japan,3891,1341,2550
2015,4Q,East Asia,of which,"Korea, Republic of",65,197,-132
2015,4Q,East Asia,of which,Taiwan,156,99,57
2015,4Q,East Asia,Total East Asia,Total Country,6668,2731,3937
2015,4Q,Europe,of which,Denmark,330,29,301
2015,4Q,Europe,of which,France,424,148,276
2015,4Q,Europe,of which,Germany,518,1613,-1095
2015,4Q,Europe,of which,Luxembourg,50,162,-112
2015,4Q,Europe,of which,Netherlands,2835,1800,1035
2015,4Q,Europe,of which,Switzerland,598,215,383
2015,4Q,Europe,of which,United Kingdom,2308,513,1794
2015,4Q,Europe,Total Europe,Total Country,8468,5054,3414
2015,4Q,Latin America,of which,Bermuda,65,565,-500
2015,4Q,Latin America,of which,Cayman Islands,795,278,518
2015,4Q,Latin America,of which,Virgin Islands (British),239,53,185
2015,4Q,Latin America,Total Latin America,Total Country,2326,1466,860
2015,4Q,North America,of which,United States,3418,3334,84
2015,4Q,North America,Total North America,Total Country,3484,3369,115
2015,4Q,Oceania,of which,Australia,662,437,225
2015,4Q,Oceania,Total Oceania,Total Country,698,474,224
2015,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,1485,493,993
2015,4Q,Southeast Asia,of which,Singapore,7562,4427,3134
2015,4Q,Southeast Asia,of which,Thailand,603,370,233
2015,4Q,Southeast Asia,Total Southeast Asia,Total Country,8663,5062,3601
2016,1Q,East Asia,of which,"China, People's Republic of",1808,1005,803
2016,1Q,East Asia,of which,"Hong Kong, SAR",11251,657,10594
2016,1Q,East Asia,of which,Japan,2120,1258,861
2016,1Q,East Asia,of which,"Korea, Republic of",150,198,-48
2016,1Q,East Asia,of which,Taiwan,152,291,-139
2016,1Q,East Asia,Total East Asia,Total Country,15581,3492,12089
2016,1Q,Europe,of which,Denmark,187,210,-23
2016,1Q,Europe,of which,France,340,215,125
2016,1Q,Europe,of which,Germany,576,1199,-623
2016,1Q,Europe,of which,Luxembourg,183,88,95
2016,1Q,Europe,of which,Netherlands,4753,4697,56
2016,1Q,Europe,of which,Switzerland,480,238,242
2016,1Q,Europe,of which,United Kingdom,487,441,46
2016,1Q,Europe,Total Europe,Total Country,7555,8764,-1209
2016,1Q,Latin America,of which,Bermuda,586,29,558
2016,1Q,Latin America,of which,Cayman Islands,245,228,17
2016,1Q,Latin America,of which,Virgin Islands (British),640,154,486
2016,1Q,Latin America,Total Latin America,Total Country,4584,3569,1015
2016,1Q,North America,of which,United States,2785,3004,-219
2016,1Q,North America,Total North America,Total Country,2883,3103,-220
2016,1Q,Oceania,of which,Australia,211,424,-213
2016,1Q,Oceania,Total Oceania,Total Country,228,453,-224
2016,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,1092,419,673
2016,1Q,Southeast Asia,of which,Singapore,6541,3828,2714
2016,1Q,Southeast Asia,of which,Thailand,742,255,487
2016,1Q,Southeast Asia,Total Southeast Asia,Total Country,7788,4418,3370
2016,2Q,East Asia,of which,"China, People's Republic of",1524,956,568
2016,2Q,East Asia,of which,"Hong Kong, SAR",3543,518,3025
2016,2Q,East Asia,of which,Japan,2047,1576,471
2016,2Q,East Asia,of which,"Korea, Republic of",711,260,451
2016,2Q,East Asia,of which,Taiwan,351,96,255
2016,2Q,East Asia,Total East Asia,Total Country,8196,3408,4788
2016,2Q,Europe,of which,Denmark,55,13,42
2016,2Q,Europe,of which,France,240,513,-274
2016,2Q,Europe,of which,Germany,683,629,54
2016,2Q,Europe,of which,Luxembourg,155,155,0
2016,2Q,Europe,of which,Netherlands,5132,4643,489
2016,2Q,Europe,of which,Switzerland,512,455,56
2016,2Q,Europe,of which,United Kingdom,1905,297,1608
2016,2Q,Europe,Total Europe,Total Country,9598,7306,2292
2016,2Q,Latin America,of which,Bermuda,-605,29,-634
2016,2Q,Latin America,of which,Cayman Islands,195,108,87
2016,2Q,Latin America,of which,Virgin Islands (British),177,74,103
2016,2Q,Latin America,Total Latin America,Total Country,2420,3216,-797
2016,2Q,North America,of which,United States,3785,2078,1707
2016,2Q,North America,Total North America,Total Country,3821,2164,1657
2016,2Q,Oceania,of which,Australia,278,382,-104
2016,2Q,Oceania,Total Oceania,Total Country,299,419,-119
2016,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,921,678,243
2016,2Q,Southeast Asia,of which,Singapore,5031,2774,2257
2016,2Q,Southeast Asia,of which,Thailand,402,248,154
2016,2Q,Southeast Asia,Total Southeast Asia,Total Country,5873,3386,2487
2016,3Q,East Asia,of which,"China, People's Republic of",2377,614,1763
2016,3Q,East Asia,of which,"Hong Kong, SAR",1646,637,1008
2016,3Q,East Asia,of which,Japan,3079,3215,-136
2016,3Q,East Asia,of which,"Korea, Republic of",594,340,254
2016,3Q,East Asia,of which,Taiwan,204,117,87
2016,3Q,East Asia,Total East Asia,Total Country,7914,4932,2982
2016,3Q,Europe,of which,Denmark,136,42,94
2016,3Q,Europe,of which,France,287,373,-86
2016,3Q,Europe,of which,Germany,1291,485,806
2016,3Q,Europe,of which,Luxembourg,-83,290,-373
2016,3Q,Europe,of which,Netherlands,6101,5305,795
2016,3Q,Europe,of which,Switzerland,1014,317,698
2016,3Q,Europe,of which,United Kingdom,924,398,526
2016,3Q,Europe,Total Europe,Total Country,10663,7597,3066
2016,3Q,Latin America,of which,Bermuda,-183,47,-230
2016,3Q,Latin America,of which,Cayman Islands,407,100,307
2016,3Q,Latin America,of which,Virgin Islands (British),-432,66,-498
2016,3Q,Latin America,Total Latin America,Total Country,3680,3546,133
2016,3Q,North America,of which,United States,4432,4230,202
2016,3Q,North America,Total North America,Total Country,4576,4275,302
2016,3Q,Oceania,of which,Australia,384,356,28
2016,3Q,Oceania,Total Oceania,Total Country,392,379,13
2016,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,1503,772,730
2016,3Q,Southeast Asia,of which,Singapore,3806,2599,1207
2016,3Q,Southeast Asia,of which,Thailand,313,255,58
2016,3Q,Southeast Asia,Total Southeast Asia,Total Country,4631,3890,741
2016,4Q,East Asia,of which,"China, People's Republic of",3120,351,2769
2016,4Q,East Asia,of which,"Hong Kong, SAR",1613,1404,209
2016,4Q,East Asia,of which,Japan,3544,1113,2431
2016,4Q,East Asia,of which,"Korea, Republic of",1004,157,847
2016,4Q,East Asia,of which,Taiwan,314,178,135
2016,4Q,East Asia,Total East Asia,Total Country,9628,3235,6394
2016,4Q,Europe,of which,Denmark,126,15,112
2016,4Q,Europe,of which,France,416,264,153
2016,4Q,Europe,of which,Germany,1298,915,383
2016,4Q,Europe,of which,Luxembourg,15,62,-47
2016,4Q,Europe,of which,Netherlands,6621,5775,846
2016,4Q,Europe,of which,Switzerland,962,395,567
2016,4Q,Europe,of which,United Kingdom,2114,2139,-25
2016,4Q,Europe,Total Europe,Total Country,12790,10262,2528
2016,4Q,Latin America,of which,Bermuda,-39,4,-43
2016,4Q,Latin America,of which,Cayman Islands,260,370,-110
2016,4Q,Latin America,of which,Virgin Islands (British),18,43,-26
2016,4Q,Latin America,Total Latin America,Total Country,2191,1749,442
2016,4Q,North America,of which,United States,7085,3838,3247
2016,4Q,North America,Total North America,Total Country,7125,3956,3169
2016,4Q,Oceania,of which,Australia,140,406,-266
2016,4Q,Oceania,Total Oceania,Total Country,188,427,-239
2016,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,974,2394,-1420
2016,4Q,Southeast Asia,of which,Singapore,4727,3751,976
2016,4Q,Southeast Asia,of which,Thailand,1104,160,944
